"","Statistic","Month","Liveweight","value"
"975","Sheep Price per Head (Euro)","1981M08","Mart Sheep 40-49kg",60.83
"976","Sheep Price per Kg (Euro)","1981M08","Mart Sheep 40-49kg",1.35
"977","Sheep Price per Head (Euro)","1981M09","Mart Sheep 40-49kg",63.14
"978","Sheep Price per Kg (Euro)","1981M09","Mart Sheep 40-49kg",1.4
"979","Sheep Price per Head (Euro)","1981M10","Mart Sheep 40-49kg",61.53
"980","Sheep Price per Kg (Euro)","1981M10","Mart Sheep 40-49kg",1.37
"981","Sheep Price per Head (Euro)","1981M11","Mart Sheep 40-49kg",63.46
"982","Sheep Price per Kg (Euro)","1981M11","Mart Sheep 40-49kg",1.41
"983","Sheep Price per Head (Euro)","1981M12","Mart Sheep 40-49kg",65.73
"984","Sheep Price per Kg (Euro)","1981M12","Mart Sheep 40-49kg",1.45
"985","Sheep Price per Head (Euro)","1982M01","Mart Sheep 40-49kg",65.52
"986","Sheep Price per Kg (Euro)","1982M01","Mart Sheep 40-49kg",1.45
"987","Sheep Price per Head (Euro)","1982M02","Mart Sheep 40-49kg",64.93
"988","Sheep Price per Kg (Euro)","1982M02","Mart Sheep 40-49kg",1.43
"989","Sheep Price per Head (Euro)","1982M03","Mart Sheep 40-49kg",65.1
"990","Sheep Price per Kg (Euro)","1982M03","Mart Sheep 40-49kg",1.42
"991","Sheep Price per Head (Euro)","1982M04","Mart Sheep 40-49kg",67.99
"992","Sheep Price per Kg (Euro)","1982M04","Mart Sheep 40-49kg",1.52
"993","Sheep Price per Head (Euro)","1982M05","Mart Sheep 40-49kg",65.9
"994","Sheep Price per Kg (Euro)","1982M05","Mart Sheep 40-49kg",1.47
"995","Sheep Price per Head (Euro)","1982M06","Mart Sheep 40-49kg",63.66
"996","Sheep Price per Kg (Euro)","1982M06","Mart Sheep 40-49kg",1.41
"997","Sheep Price per Head (Euro)","1982M07","Mart Sheep 40-49kg",61.16
"998","Sheep Price per Kg (Euro)","1982M07","Mart Sheep 40-49kg",1.36
"999","Sheep Price per Head (Euro)","1982M08","Mart Sheep 40-49kg",58.92
"1000","Sheep Price per Kg (Euro)","1982M08","Mart Sheep 40-49kg",1.3
"1001","Sheep Price per Head (Euro)","1982M09","Mart Sheep 40-49kg",60.01
"1002","Sheep Price per Kg (Euro)","1982M09","Mart Sheep 40-49kg",1.33
"1003","Sheep Price per Head (Euro)","1982M10","Mart Sheep 40-49kg",58.62
"1004","Sheep Price per Kg (Euro)","1982M10","Mart Sheep 40-49kg",1.31
"1005","Sheep Price per Head (Euro)","1982M11","Mart Sheep 40-49kg",61.58
"1006","Sheep Price per Kg (Euro)","1982M11","Mart Sheep 40-49kg",1.36
"1007","Sheep Price per Head (Euro)","1982M12","Mart Sheep 40-49kg",62.15
"1008","Sheep Price per Kg (Euro)","1982M12","Mart Sheep 40-49kg",1.37
"1009","Sheep Price per Head (Euro)","1983M01","Mart Sheep 40-49kg",64.44
"1010","Sheep Price per Kg (Euro)","1983M01","Mart Sheep 40-49kg",1.41
"1011","Sheep Price per Head (Euro)","1983M02","Mart Sheep 40-49kg",65.61
"1012","Sheep Price per Kg (Euro)","1983M02","Mart Sheep 40-49kg",1.46
"1013","Sheep Price per Head (Euro)","1983M03","Mart Sheep 40-49kg",67.75
"1014","Sheep Price per Kg (Euro)","1983M03","Mart Sheep 40-49kg",1.5
"1015","Sheep Price per Head (Euro)","1983M04","Mart Sheep 40-49kg",70.58
"1016","Sheep Price per Kg (Euro)","1983M04","Mart Sheep 40-49kg",1.6
"1017","Sheep Price per Head (Euro)","1983M05","Mart Sheep 40-49kg",74.48
"1018","Sheep Price per Kg (Euro)","1983M05","Mart Sheep 40-49kg",1.68
"1019","Sheep Price per Head (Euro)","1983M06","Mart Sheep 40-49kg",68.82
"1020","Sheep Price per Kg (Euro)","1983M06","Mart Sheep 40-49kg",1.54
"1021","Sheep Price per Head (Euro)","1983M07","Mart Sheep 40-49kg",61.18
"1022","Sheep Price per Kg (Euro)","1983M07","Mart Sheep 40-49kg",1.35
"1023","Sheep Price per Head (Euro)","1983M08","Mart Sheep 40-49kg",60.07
"1024","Sheep Price per Kg (Euro)","1983M08","Mart Sheep 40-49kg",1.33
"1025","Sheep Price per Head (Euro)","1983M09","Mart Sheep 40-49kg",62.65
"1026","Sheep Price per Kg (Euro)","1983M09","Mart Sheep 40-49kg",1.4
"1027","Sheep Price per Head (Euro)","1983M10","Mart Sheep 40-49kg",62.5
"1028","Sheep Price per Kg (Euro)","1983M10","Mart Sheep 40-49kg",1.38
"1029","Sheep Price per Head (Euro)","1983M11","Mart Sheep 40-49kg",63.32
"1030","Sheep Price per Kg (Euro)","1983M11","Mart Sheep 40-49kg",1.4
"1031","Sheep Price per Head (Euro)","1983M12","Mart Sheep 40-49kg",63.41
"1032","Sheep Price per Kg (Euro)","1983M12","Mart Sheep 40-49kg",1.4
"1033","Sheep Price per Head (Euro)","1984M01","Mart Sheep 40-49kg",65.84
"1034","Sheep Price per Kg (Euro)","1984M01","Mart Sheep 40-49kg",1.45
"1035","Sheep Price per Head (Euro)","1984M02","Mart Sheep 40-49kg",71.89
"1036","Sheep Price per Kg (Euro)","1984M02","Mart Sheep 40-49kg",1.6
"1037","Sheep Price per Head (Euro)","1984M03","Mart Sheep 40-49kg",78.52
"1038","Sheep Price per Kg (Euro)","1984M03","Mart Sheep 40-49kg",1.75
"1039","Sheep Price per Head (Euro)","1984M04","Mart Sheep 40-49kg",81.17
"1040","Sheep Price per Kg (Euro)","1984M04","Mart Sheep 40-49kg",1.82
"1041","Sheep Price per Head (Euro)","1984M05","Mart Sheep 40-49kg",71.24
"1042","Sheep Price per Kg (Euro)","1984M05","Mart Sheep 40-49kg",1.61
"1043","Sheep Price per Head (Euro)","1984M06","Mart Sheep 40-49kg",61.4
"1044","Sheep Price per Kg (Euro)","1984M06","Mart Sheep 40-49kg",1.37
"1045","Sheep Price per Head (Euro)","1984M07","Mart Sheep 40-49kg",59.53
"1046","Sheep Price per Kg (Euro)","1984M07","Mart Sheep 40-49kg",1.32
"1047","Sheep Price per Head (Euro)","1984M08","Mart Sheep 40-49kg",59.77
"1048","Sheep Price per Kg (Euro)","1984M08","Mart Sheep 40-49kg",1.33
"1049","Sheep Price per Head (Euro)","1984M09","Mart Sheep 40-49kg",59.23
"1050","Sheep Price per Kg (Euro)","1984M09","Mart Sheep 40-49kg",1.32
"1051","Sheep Price per Head (Euro)","1984M10","Mart Sheep 40-49kg",60.03
"1052","Sheep Price per Kg (Euro)","1984M10","Mart Sheep 40-49kg",1.33
"1053","Sheep Price per Head (Euro)","1984M11","Mart Sheep 40-49kg",60.97
"1054","Sheep Price per Kg (Euro)","1984M11","Mart Sheep 40-49kg",1.36
"1055","Sheep Price per Head (Euro)","1984M12","Mart Sheep 40-49kg",60.68
"1056","Sheep Price per Kg (Euro)","1984M12","Mart Sheep 40-49kg",1.36
"1057","Sheep Price per Head (Euro)","1985M01","Mart Sheep 40-49kg",63.66
"1058","Sheep Price per Kg (Euro)","1985M01","Mart Sheep 40-49kg",1.41
"1059","Sheep Price per Head (Euro)","1985M02","Mart Sheep 40-49kg",63.16
"1060","Sheep Price per Kg (Euro)","1985M02","Mart Sheep 40-49kg",1.4
"1061","Sheep Price per Head (Euro)","1985M03","Mart Sheep 40-49kg",61.59
"1062","Sheep Price per Kg (Euro)","1985M03","Mart Sheep 40-49kg",1.36
"1063","Sheep Price per Head (Euro)","1985M04","Mart Sheep 40-49kg",67.25
"1064","Sheep Price per Kg (Euro)","1985M04","Mart Sheep 40-49kg",1.55
"1065","Sheep Price per Head (Euro)","1985M05","Mart Sheep 40-49kg",66.04
"1066","Sheep Price per Kg (Euro)","1985M05","Mart Sheep 40-49kg",1.5
"1067","Sheep Price per Head (Euro)","1985M06","Mart Sheep 40-49kg",60.88
"1068","Sheep Price per Kg (Euro)","1985M06","Mart Sheep 40-49kg",1.37
"1069","Sheep Price per Head (Euro)","1985M07","Mart Sheep 40-49kg",57.09
"1070","Sheep Price per Kg (Euro)","1985M07","Mart Sheep 40-49kg",1.28
"1071","Sheep Price per Head (Euro)","1985M08","Mart Sheep 40-49kg",55.84
"1072","Sheep Price per Kg (Euro)","1985M08","Mart Sheep 40-49kg",1.27
"1073","Sheep Price per Head (Euro)","1985M09","Mart Sheep 40-49kg",56.22
"1074","Sheep Price per Kg (Euro)","1985M09","Mart Sheep 40-49kg",1.26
"1075","Sheep Price per Head (Euro)","1985M10","Mart Sheep 40-49kg",58.46
"1076","Sheep Price per Kg (Euro)","1985M10","Mart Sheep 40-49kg",1.31
"1077","Sheep Price per Head (Euro)","1985M11","Mart Sheep 40-49kg",60.07
"1078","Sheep Price per Kg (Euro)","1985M11","Mart Sheep 40-49kg",1.35
"1079","Sheep Price per Head (Euro)","1985M12","Mart Sheep 40-49kg",62.45
"1080","Sheep Price per Kg (Euro)","1985M12","Mart Sheep 40-49kg",1.41
"1081","Sheep Price per Head (Euro)","1986M01","Mart Sheep 40-49kg",70.46
"1082","Sheep Price per Kg (Euro)","1986M01","Mart Sheep 40-49kg",1.57
"1083","Sheep Price per Head (Euro)","1986M02","Mart Sheep 40-49kg",75.22
"1084","Sheep Price per Kg (Euro)","1986M02","Mart Sheep 40-49kg",1.66
"1085","Sheep Price per Head (Euro)","1986M03","Mart Sheep 40-49kg",76.86
"1086","Sheep Price per Kg (Euro)","1986M03","Mart Sheep 40-49kg",1.69
"1087","Sheep Price per Head (Euro)","1986M04","Mart Sheep 40-49kg",76.11
"1088","Sheep Price per Kg (Euro)","1986M04","Mart Sheep 40-49kg",1.75
"1089","Sheep Price per Head (Euro)","1986M05","Mart Sheep 40-49kg",72.6
"1090","Sheep Price per Kg (Euro)","1986M05","Mart Sheep 40-49kg",1.66
"1091","Sheep Price per Head (Euro)","1986M06","Mart Sheep 40-49kg",62.59
"1092","Sheep Price per Kg (Euro)","1986M06","Mart Sheep 40-49kg",1.41
"1093","Sheep Price per Head (Euro)","1986M07","Mart Sheep 40-49kg",57.61
"1094","Sheep Price per Kg (Euro)","1986M07","Mart Sheep 40-49kg",1.3
"1095","Sheep Price per Head (Euro)","1986M08","Mart Sheep 40-49kg",57.19
"1096","Sheep Price per Kg (Euro)","1986M08","Mart Sheep 40-49kg",1.28
"1097","Sheep Price per Head (Euro)","1986M09","Mart Sheep 40-49kg",57.35
"1098","Sheep Price per Kg (Euro)","1986M09","Mart Sheep 40-49kg",1.28
"1099","Sheep Price per Head (Euro)","1986M10","Mart Sheep 40-49kg",55.98
"1100","Sheep Price per Kg (Euro)","1986M10","Mart Sheep 40-49kg",1.26
"1101","Sheep Price per Head (Euro)","1986M11","Mart Sheep 40-49kg",57.47
"1102","Sheep Price per Kg (Euro)","1986M11","Mart Sheep 40-49kg",1.28
"1103","Sheep Price per Head (Euro)","1986M12","Mart Sheep 40-49kg",60.82
"1104","Sheep Price per Kg (Euro)","1986M12","Mart Sheep 40-49kg",1.36
"1105","Sheep Price per Head (Euro)","1987M01","Mart Sheep 40-49kg",66.17
"1106","Sheep Price per Kg (Euro)","1987M01","Mart Sheep 40-49kg",1.49
"1107","Sheep Price per Head (Euro)","1987M02","Mart Sheep 40-49kg",70.14
"1108","Sheep Price per Kg (Euro)","1987M02","Mart Sheep 40-49kg",1.55
"1109","Sheep Price per Head (Euro)","1987M03","Mart Sheep 40-49kg",73.89
"1110","Sheep Price per Kg (Euro)","1987M03","Mart Sheep 40-49kg",1.63
"1111","Sheep Price per Head (Euro)","1987M04","Mart Sheep 40-49kg",74.89
"1112","Sheep Price per Kg (Euro)","1987M04","Mart Sheep 40-49kg",1.73
"1113","Sheep Price per Head (Euro)","1987M05","Mart Sheep 40-49kg",73.01
"1114","Sheep Price per Kg (Euro)","1987M05","Mart Sheep 40-49kg",1.69
"1115","Sheep Price per Head (Euro)","1987M06","Mart Sheep 40-49kg",62.05
"1116","Sheep Price per Kg (Euro)","1987M06","Mart Sheep 40-49kg",1.41
"1117","Sheep Price per Head (Euro)","1987M07","Mart Sheep 40-49kg",60.38
"1118","Sheep Price per Kg (Euro)","1987M07","Mart Sheep 40-49kg",1.36
"1119","Sheep Price per Head (Euro)","1987M08","Mart Sheep 40-49kg",61.14
"1120","Sheep Price per Kg (Euro)","1987M08","Mart Sheep 40-49kg",1.37
"1121","Sheep Price per Head (Euro)","1987M09","Mart Sheep 40-49kg",62.88
"1122","Sheep Price per Kg (Euro)","1987M09","Mart Sheep 40-49kg",1.41
"1123","Sheep Price per Head (Euro)","1987M10","Mart Sheep 40-49kg",62.85
"1124","Sheep Price per Kg (Euro)","1987M10","Mart Sheep 40-49kg",1.4
"1125","Sheep Price per Head (Euro)","1987M11","Mart Sheep 40-49kg",63.84
"1126","Sheep Price per Kg (Euro)","1987M11","Mart Sheep 40-49kg",1.42
"1127","Sheep Price per Head (Euro)","1987M12","Mart Sheep 40-49kg",68.96
"1128","Sheep Price per Kg (Euro)","1987M12","Mart Sheep 40-49kg",1.54
"1129","Sheep Price per Head (Euro)","1988M01","Mart Sheep 40-49kg",68.48
"1130","Sheep Price per Kg (Euro)","1988M01","Mart Sheep 40-49kg",1.54
"1131","Sheep Price per Head (Euro)","1988M02","Mart Sheep 40-49kg",69.77
"1132","Sheep Price per Kg (Euro)","1988M02","Mart Sheep 40-49kg",1.55
"1133","Sheep Price per Head (Euro)","1988M03","Mart Sheep 40-49kg",73.25
"1134","Sheep Price per Kg (Euro)","1988M03","Mart Sheep 40-49kg",1.63
"1135","Sheep Price per Head (Euro)","1988M04","Mart Sheep 40-49kg",72.26
"1136","Sheep Price per Kg (Euro)","1988M04","Mart Sheep 40-49kg",1.68
"1137","Sheep Price per Head (Euro)","1988M05","Mart Sheep 40-49kg",68.82
"1138","Sheep Price per Kg (Euro)","1988M05","Mart Sheep 40-49kg",1.57
"1139","Sheep Price per Head (Euro)","1988M06","Mart Sheep 40-49kg",63.28
"1140","Sheep Price per Kg (Euro)","1988M06","Mart Sheep 40-49kg",1.43
"1141","Sheep Price per Head (Euro)","1988M07","Mart Sheep 40-49kg",63.4
"1142","Sheep Price per Kg (Euro)","1988M07","Mart Sheep 40-49kg",1.45
"1143","Sheep Price per Head (Euro)","1988M08","Mart Sheep 40-49kg",65.43
"1144","Sheep Price per Kg (Euro)","1988M08","Mart Sheep 40-49kg",1.47
"1145","Sheep Price per Head (Euro)","1988M09","Mart Sheep 40-49kg",64.07
"1146","Sheep Price per Kg (Euro)","1988M09","Mart Sheep 40-49kg",1.43
"1147","Sheep Price per Head (Euro)","1988M10","Mart Sheep 40-49kg",62.83
"1148","Sheep Price per Kg (Euro)","1988M10","Mart Sheep 40-49kg",1.41
"1149","Sheep Price per Head (Euro)","1988M11","Mart Sheep 40-49kg",65.37
"1150","Sheep Price per Kg (Euro)","1988M11","Mart Sheep 40-49kg",1.45
"1151","Sheep Price per Head (Euro)","1988M12","Mart Sheep 40-49kg",64.32
"1152","Sheep Price per Kg (Euro)","1988M12","Mart Sheep 40-49kg",1.42
"1153","Sheep Price per Head (Euro)","1989M01","Mart Sheep 40-49kg",64.49
"1154","Sheep Price per Kg (Euro)","1989M01","Mart Sheep 40-49kg",1.43
"1155","Sheep Price per Head (Euro)","1989M02","Mart Sheep 40-49kg",70.2
"1156","Sheep Price per Kg (Euro)","1989M02","Mart Sheep 40-49kg",1.56
"1157","Sheep Price per Head (Euro)","1989M03","Mart Sheep 40-49kg",75.28
"1158","Sheep Price per Kg (Euro)","1989M03","Mart Sheep 40-49kg",1.7
"1159","Sheep Price per Head (Euro)","1989M04","Mart Sheep 40-49kg",78.9
"1160","Sheep Price per Kg (Euro)","1989M04","Mart Sheep 40-49kg",1.83
"1161","Sheep Price per Head (Euro)","1989M05","Mart Sheep 40-49kg",73.39
"1162","Sheep Price per Kg (Euro)","1989M05","Mart Sheep 40-49kg",1.69
"1163","Sheep Price per Head (Euro)","1989M06","Mart Sheep 40-49kg",64.16
"1164","Sheep Price per Kg (Euro)","1989M06","Mart Sheep 40-49kg",1.45
"1165","Sheep Price per Head (Euro)","1989M07","Mart Sheep 40-49kg",58.41
"1166","Sheep Price per Kg (Euro)","1989M07","Mart Sheep 40-49kg",1.32
"1167","Sheep Price per Head (Euro)","1989M08","Mart Sheep 40-49kg",58.05
"1168","Sheep Price per Kg (Euro)","1989M08","Mart Sheep 40-49kg",1.3
"1169","Sheep Price per Head (Euro)","1989M09","Mart Sheep 40-49kg",56.22
"1170","Sheep Price per Kg (Euro)","1989M09","Mart Sheep 40-49kg",1.26
"1171","Sheep Price per Head (Euro)","1989M10","Mart Sheep 40-49kg",56.21
"1172","Sheep Price per Kg (Euro)","1989M10","Mart Sheep 40-49kg",1.27
"1173","Sheep Price per Head (Euro)","1989M11","Mart Sheep 40-49kg",55.4
"1174","Sheep Price per Kg (Euro)","1989M11","Mart Sheep 40-49kg",1.26
"1175","Sheep Price per Head (Euro)","1989M12","Mart Sheep 40-49kg",55.22
"1176","Sheep Price per Kg (Euro)","1989M12","Mart Sheep 40-49kg",1.23
"1177","Sheep Price per Head (Euro)","1990M01","Mart Sheep 40-49kg",54.88
"1178","Sheep Price per Kg (Euro)","1990M01","Mart Sheep 40-49kg",1.21
"1179","Sheep Price per Head (Euro)","1990M02","Mart Sheep 40-49kg",55.32
"1180","Sheep Price per Kg (Euro)","1990M02","Mart Sheep 40-49kg",1.22
"1181","Sheep Price per Head (Euro)","1990M03","Mart Sheep 40-49kg",62.66
"1182","Sheep Price per Kg (Euro)","1990M03","Mart Sheep 40-49kg",1.41
"1183","Sheep Price per Head (Euro)","1990M04","Mart Sheep 40-49kg",61.84
"1184","Sheep Price per Kg (Euro)","1990M04","Mart Sheep 40-49kg",1.42
"1185","Sheep Price per Head (Euro)","1990M05","Mart Sheep 40-49kg",56.1
"1186","Sheep Price per Kg (Euro)","1990M05","Mart Sheep 40-49kg",1.28
"1187","Sheep Price per Head (Euro)","1990M06","Mart Sheep 40-49kg",49.27
"1188","Sheep Price per Kg (Euro)","1990M06","Mart Sheep 40-49kg",1.12
"1189","Sheep Price per Head (Euro)","1990M07","Mart Sheep 40-49kg",44.39
"1190","Sheep Price per Kg (Euro)","1990M07","Mart Sheep 40-49kg",1
"1191","Sheep Price per Head (Euro)","1990M08","Mart Sheep 40-49kg",42.69
"1192","Sheep Price per Kg (Euro)","1990M08","Mart Sheep 40-49kg",0.97
"1193","Sheep Price per Head (Euro)","1990M09","Mart Sheep 40-49kg",44.12
"1194","Sheep Price per Kg (Euro)","1990M09","Mart Sheep 40-49kg",1
"1195","Sheep Price per Head (Euro)","1990M10","Mart Sheep 40-49kg",43.06
"1196","Sheep Price per Kg (Euro)","1990M10","Mart Sheep 40-49kg",0.98
"1197","Sheep Price per Head (Euro)","1990M11","Mart Sheep 40-49kg",49.28
"1198","Sheep Price per Kg (Euro)","1990M11","Mart Sheep 40-49kg",1.12
"1199","Sheep Price per Head (Euro)","1990M12","Mart Sheep 40-49kg",52.92
"1200","Sheep Price per Kg (Euro)","1990M12","Mart Sheep 40-49kg",1.19
"1201","Sheep Price per Head (Euro)","1991M01","Mart Sheep 40-49kg",57.16
"1202","Sheep Price per Kg (Euro)","1991M01","Mart Sheep 40-49kg",1.28
"1203","Sheep Price per Head (Euro)","1991M02","Mart Sheep 40-49kg",61.32
"1204","Sheep Price per Kg (Euro)","1991M02","Mart Sheep 40-49kg",1.37
"1205","Sheep Price per Head (Euro)","1991M03","Mart Sheep 40-49kg",63.19
"1206","Sheep Price per Kg (Euro)","1991M03","Mart Sheep 40-49kg",1.42
"1207","Sheep Price per Head (Euro)","1991M04","Mart Sheep 40-49kg",67.73
"1208","Sheep Price per Kg (Euro)","1991M04","Mart Sheep 40-49kg",1.57
"1209","Sheep Price per Head (Euro)","1991M05","Mart Sheep 40-49kg",63.23
"1210","Sheep Price per Kg (Euro)","1991M05","Mart Sheep 40-49kg",1.47
"1211","Sheep Price per Head (Euro)","1991M06","Mart Sheep 40-49kg",49.96
"1212","Sheep Price per Kg (Euro)","1991M06","Mart Sheep 40-49kg",1.14
"1213","Sheep Price per Head (Euro)","1991M07","Mart Sheep 40-49kg",46.7
"1214","Sheep Price per Kg (Euro)","1991M07","Mart Sheep 40-49kg",1.05
"1215","Sheep Price per Head (Euro)","1991M08","Mart Sheep 40-49kg",45.69
"1216","Sheep Price per Kg (Euro)","1991M08","Mart Sheep 40-49kg",1.03
"1217","Sheep Price per Head (Euro)","1991M09","Mart Sheep 40-49kg",45.18
"1218","Sheep Price per Kg (Euro)","1991M09","Mart Sheep 40-49kg",1.02
"1219","Sheep Price per Head (Euro)","1991M10","Mart Sheep 40-49kg",44.66
"1220","Sheep Price per Kg (Euro)","1991M10","Mart Sheep 40-49kg",1
"1221","Sheep Price per Head (Euro)","1991M11","Mart Sheep 40-49kg",48.78
"1222","Sheep Price per Kg (Euro)","1991M11","Mart Sheep 40-49kg",1.09
"1223","Sheep Price per Head (Euro)","1991M12","Mart Sheep 40-49kg",53.61
"1224","Sheep Price per Kg (Euro)","1991M12","Mart Sheep 40-49kg",1.19
"1225","Sheep Price per Head (Euro)","1992M01","Mart Sheep 40-49kg",56.8
"1226","Sheep Price per Kg (Euro)","1992M01","Mart Sheep 40-49kg",1.27
"1227","Sheep Price per Head (Euro)","1992M02","Mart Sheep 40-49kg",58.85
"1228","Sheep Price per Kg (Euro)","1992M02","Mart Sheep 40-49kg",1.31
"1229","Sheep Price per Head (Euro)","1992M03","Mart Sheep 40-49kg",59.25
"1230","Sheep Price per Kg (Euro)","1992M03","Mart Sheep 40-49kg",1.31
"1231","Sheep Price per Head (Euro)","1992M04","Mart Sheep 40-49kg",59.55
"1232","Sheep Price per Kg (Euro)","1992M04","Mart Sheep 40-49kg",1.38
"1233","Sheep Price per Head (Euro)","1992M05","Mart Sheep 40-49kg",51.55
"1234","Sheep Price per Kg (Euro)","1992M05","Mart Sheep 40-49kg",1.18
"1235","Sheep Price per Head (Euro)","1992M06","Mart Sheep 40-49kg",46.64
"1236","Sheep Price per Kg (Euro)","1992M06","Mart Sheep 40-49kg",1.05
"1237","Sheep Price per Head (Euro)","1992M07","Mart Sheep 40-49kg",44.97
"1238","Sheep Price per Kg (Euro)","1992M07","Mart Sheep 40-49kg",1.02
"1239","Sheep Price per Head (Euro)","1992M08","Mart Sheep 40-49kg",44.92
"1240","Sheep Price per Kg (Euro)","1992M08","Mart Sheep 40-49kg",1
"1241","Sheep Price per Head (Euro)","1992M09","Mart Sheep 40-49kg",43.3
"1242","Sheep Price per Kg (Euro)","1992M09","Mart Sheep 40-49kg",0.97
"1243","Sheep Price per Head (Euro)","1992M10","Mart Sheep 40-49kg",41.6
"1244","Sheep Price per Kg (Euro)","1992M10","Mart Sheep 40-49kg",0.93
"1245","Sheep Price per Head (Euro)","1992M11","Mart Sheep 40-49kg",40.4
"1246","Sheep Price per Kg (Euro)","1992M11","Mart Sheep 40-49kg",0.9
"1247","Sheep Price per Head (Euro)","1992M12","Mart Sheep 40-49kg",38.97
"1248","Sheep Price per Kg (Euro)","1992M12","Mart Sheep 40-49kg",0.86
"1249","Sheep Price per Head (Euro)","1993M01","Mart Sheep 40-49kg",41.46
"1250","Sheep Price per Kg (Euro)","1993M01","Mart Sheep 40-49kg",0.91
"1251","Sheep Price per Head (Euro)","1993M02","Mart Sheep 40-49kg",46.59
"1252","Sheep Price per Kg (Euro)","1993M02","Mart Sheep 40-49kg",1.04
"1253","Sheep Price per Head (Euro)","1993M03","Mart Sheep 40-49kg",57.99
"1254","Sheep Price per Kg (Euro)","1993M03","Mart Sheep 40-49kg",1.3
"1255","Sheep Price per Head (Euro)","1993M04","Mart Sheep 40-49kg",67.11
"1256","Sheep Price per Kg (Euro)","1993M04","Mart Sheep 40-49kg",1.56
"1257","Sheep Price per Head (Euro)","1993M05","Mart Sheep 40-49kg",67.55
"1258","Sheep Price per Kg (Euro)","1993M05","Mart Sheep 40-49kg",1.57
"1259","Sheep Price per Head (Euro)","1993M06","Mart Sheep 40-49kg",60.3
"1260","Sheep Price per Kg (Euro)","1993M06","Mart Sheep 40-49kg",1.38
"1261","Sheep Price per Head (Euro)","1993M07","Mart Sheep 40-49kg",53.76
"1262","Sheep Price per Kg (Euro)","1993M07","Mart Sheep 40-49kg",1.22
"1263","Sheep Price per Head (Euro)","1993M08","Mart Sheep 40-49kg",53.15
"1264","Sheep Price per Kg (Euro)","1993M08","Mart Sheep 40-49kg",1.19
