"","Month","Type.of.Feedstuff","value"
"5543","1977M11","Calf nuts and cubes (16-18% protein)",NA
"5544","1977M12","Calf nuts and cubes (16-18% protein)",NA
"5545","1978M01","Calf nuts and cubes (16-18% protein)",NA
"5546","1978M02","Calf nuts and cubes (16-18% protein)",NA
"5547","1978M03","Calf nuts and cubes (16-18% protein)",NA
"5548","1978M04","Calf nuts and cubes (16-18% protein)",NA
"5549","1978M05","Calf nuts and cubes (16-18% protein)",NA
"5550","1978M06","Calf nuts and cubes (16-18% protein)",NA
"5551","1978M07","Calf nuts and cubes (16-18% protein)",NA
"5552","1978M08","Calf nuts and cubes (16-18% protein)",NA
"5553","1978M09","Calf nuts and cubes (16-18% protein)",NA
"5554","1978M10","Calf nuts and cubes (16-18% protein)",NA
"5555","1978M11","Calf nuts and cubes (16-18% protein)",NA
"5556","1978M12","Calf nuts and cubes (16-18% protein)",NA
"5557","1979M01","Calf nuts and cubes (16-18% protein)",NA
"5558","1979M02","Calf nuts and cubes (16-18% protein)",NA
"5559","1979M03","Calf nuts and cubes (16-18% protein)",NA
"5560","1979M04","Calf nuts and cubes (16-18% protein)",NA
"5561","1979M05","Calf nuts and cubes (16-18% protein)",NA
"5562","1979M06","Calf nuts and cubes (16-18% protein)",NA
"5563","1979M07","Calf nuts and cubes (16-18% protein)",NA
"5564","1979M08","Calf nuts and cubes (16-18% protein)",NA
"5565","1979M09","Calf nuts and cubes (16-18% protein)",NA
"5566","1979M10","Calf nuts and cubes (16-18% protein)",NA
"5567","1979M11","Calf nuts and cubes (16-18% protein)",NA
"5568","1979M12","Calf nuts and cubes (16-18% protein)",NA
"5569","1980M01","Calf nuts and cubes (16-18% protein)",198
"5570","1980M02","Calf nuts and cubes (16-18% protein)",200
"5571","1980M03","Calf nuts and cubes (16-18% protein)",200
"5572","1980M04","Calf nuts and cubes (16-18% protein)",200
"5573","1980M05","Calf nuts and cubes (16-18% protein)",200
"5574","1980M06","Calf nuts and cubes (16-18% protein)",200
"5575","1980M07","Calf nuts and cubes (16-18% protein)",199
"5576","1980M08","Calf nuts and cubes (16-18% protein)",198
"5577","1980M09","Calf nuts and cubes (16-18% protein)",197
"5578","1980M10","Calf nuts and cubes (16-18% protein)",198
"5579","1980M11","Calf nuts and cubes (16-18% protein)",197
"5580","1980M12","Calf nuts and cubes (16-18% protein)",200
"5581","1981M01","Calf nuts and cubes (16-18% protein)",203
"5582","1981M02","Calf nuts and cubes (16-18% protein)",208
"5583","1981M03","Calf nuts and cubes (16-18% protein)",210
"5584","1981M04","Calf nuts and cubes (16-18% protein)",213
"5585","1981M05","Calf nuts and cubes (16-18% protein)",217
"5586","1981M06","Calf nuts and cubes (16-18% protein)",221
"5587","1981M07","Calf nuts and cubes (16-18% protein)",221
"5588","1981M08","Calf nuts and cubes (16-18% protein)",221
"5589","1981M09","Calf nuts and cubes (16-18% protein)",222
"5590","1981M10","Calf nuts and cubes (16-18% protein)",222
"5591","1981M11","Calf nuts and cubes (16-18% protein)",221
"5592","1981M12","Calf nuts and cubes (16-18% protein)",222
"5593","1982M01","Calf nuts and cubes (16-18% protein)",225
"5594","1982M02","Calf nuts and cubes (16-18% protein)",228
"5595","1982M03","Calf nuts and cubes (16-18% protein)",232
"5596","1982M04","Calf nuts and cubes (16-18% protein)",231
"5597","1982M05","Calf nuts and cubes (16-18% protein)",233
"5598","1982M06","Calf nuts and cubes (16-18% protein)",234
"5599","1982M07","Calf nuts and cubes (16-18% protein)",236
"5600","1982M08","Calf nuts and cubes (16-18% protein)",235
"5601","1982M09","Calf nuts and cubes (16-18% protein)",234
"5602","1982M10","Calf nuts and cubes (16-18% protein)",234
"5603","1982M11","Calf nuts and cubes (16-18% protein)",233
"5604","1982M12","Calf nuts and cubes (16-18% protein)",234
"5605","1983M01","Calf nuts and cubes (16-18% protein)",237
"5606","1983M02","Calf nuts and cubes (16-18% protein)",241
"5607","1983M03","Calf nuts and cubes (16-18% protein)",243
"5608","1983M04","Calf nuts and cubes (16-18% protein)",247
"5609","1983M05","Calf nuts and cubes (16-18% protein)",251
"5610","1983M06","Calf nuts and cubes (16-18% protein)",254
"5611","1983M07","Calf nuts and cubes (16-18% protein)",254
"5612","1983M08","Calf nuts and cubes (16-18% protein)",255
"5613","1983M09","Calf nuts and cubes (16-18% protein)",262
"5614","1983M10","Calf nuts and cubes (16-18% protein)",271
"5615","1983M11","Calf nuts and cubes (16-18% protein)",276
"5616","1983M12","Calf nuts and cubes (16-18% protein)",277
"5617","1984M01","Calf nuts and cubes (16-18% protein)",279
"5618","1984M02","Calf nuts and cubes (16-18% protein)",281
"5619","1984M03","Calf nuts and cubes (16-18% protein)",282
"5620","1984M04","Calf nuts and cubes (16-18% protein)",281
"5621","1984M05","Calf nuts and cubes (16-18% protein)",282
"5622","1984M06","Calf nuts and cubes (16-18% protein)",281
"5623","1984M07","Calf nuts and cubes (16-18% protein)",276
"5624","1984M08","Calf nuts and cubes (16-18% protein)",268
"5625","1984M09","Calf nuts and cubes (16-18% protein)",257
"5626","1984M10","Calf nuts and cubes (16-18% protein)",251
"5627","1984M11","Calf nuts and cubes (16-18% protein)",248
"5628","1984M12","Calf nuts and cubes (16-18% protein)",251
"5629","1985M01","Calf nuts and cubes (16-18% protein)",254
"5630","1985M02","Calf nuts and cubes (16-18% protein)",252
"5631","1985M03","Calf nuts and cubes (16-18% protein)",252
"5632","1985M04","Calf nuts and cubes (16-18% protein)",254
"5633","1985M05","Calf nuts and cubes (16-18% protein)",253
"5634","1985M06","Calf nuts and cubes (16-18% protein)",253
"5635","1985M07","Calf nuts and cubes (16-18% protein)",252
"5636","1985M08","Calf nuts and cubes (16-18% protein)",252
"5637","1985M09","Calf nuts and cubes (16-18% protein)",249
"5638","1985M10","Calf nuts and cubes (16-18% protein)",247
"5639","1985M11","Calf nuts and cubes (16-18% protein)",247
"5640","1985M12","Calf nuts and cubes (16-18% protein)",247
"5641","1986M01","Calf nuts and cubes (16-18% protein)",246
"5642","1986M02","Calf nuts and cubes (16-18% protein)",247
"5643","1986M03","Calf nuts and cubes (16-18% protein)",249
"5644","1986M04","Calf nuts and cubes (16-18% protein)",249
"5645","1986M05","Calf nuts and cubes (16-18% protein)",249
"5646","1986M06","Calf nuts and cubes (16-18% protein)",248
"5647","1986M07","Calf nuts and cubes (16-18% protein)",244
"5648","1986M08","Calf nuts and cubes (16-18% protein)",242
"5649","1986M09","Calf nuts and cubes (16-18% protein)",241
"5650","1986M10","Calf nuts and cubes (16-18% protein)",245
"5651","1986M11","Calf nuts and cubes (16-18% protein)",242
"5652","1986M12","Calf nuts and cubes (16-18% protein)",243
"5653","1987M01","Calf nuts and cubes (16-18% protein)",240
"5654","1987M02","Calf nuts and cubes (16-18% protein)",241
"5655","1987M03","Calf nuts and cubes (16-18% protein)",241
"5656","1987M04","Calf nuts and cubes (16-18% protein)",242
"5657","1987M05","Calf nuts and cubes (16-18% protein)",241
"5658","1987M06","Calf nuts and cubes (16-18% protein)",239
"5659","1987M07","Calf nuts and cubes (16-18% protein)",240
"5660","1987M08","Calf nuts and cubes (16-18% protein)",240
"5661","1987M09","Calf nuts and cubes (16-18% protein)",236
"5662","1987M10","Calf nuts and cubes (16-18% protein)",232
"5663","1987M11","Calf nuts and cubes (16-18% protein)",230
"5664","1987M12","Calf nuts and cubes (16-18% protein)",230
"5665","1988M01","Calf nuts and cubes (16-18% protein)",230
"5666","1988M02","Calf nuts and cubes (16-18% protein)",232
"5667","1988M03","Calf nuts and cubes (16-18% protein)",233
"5668","1988M04","Calf nuts and cubes (16-18% protein)",233
"5669","1988M05","Calf nuts and cubes (16-18% protein)",233
"5670","1988M06","Calf nuts and cubes (16-18% protein)",234
"5671","1988M07","Calf nuts and cubes (16-18% protein)",243
"5672","1988M08","Calf nuts and cubes (16-18% protein)",249
"5673","1988M09","Calf nuts and cubes (16-18% protein)",250
"5674","1988M10","Calf nuts and cubes (16-18% protein)",250
"5675","1988M11","Calf nuts and cubes (16-18% protein)",250
"5676","1988M12","Calf nuts and cubes (16-18% protein)",250
"5677","1989M01","Calf nuts and cubes (16-18% protein)",250
"5678","1989M02","Calf nuts and cubes (16-18% protein)",250
"5679","1989M03","Calf nuts and cubes (16-18% protein)",252
"5680","1989M04","Calf nuts and cubes (16-18% protein)",256
"5681","1989M05","Calf nuts and cubes (16-18% protein)",255
"5682","1989M06","Calf nuts and cubes (16-18% protein)",256
"5683","1989M07","Calf nuts and cubes (16-18% protein)",257
"5684","1989M08","Calf nuts and cubes (16-18% protein)",255
"5685","1989M09","Calf nuts and cubes (16-18% protein)",250
"5686","1989M10","Calf nuts and cubes (16-18% protein)",249
"5687","1989M11","Calf nuts and cubes (16-18% protein)",247
"5688","1989M12","Calf nuts and cubes (16-18% protein)",247
"5689","1990M01","Calf nuts and cubes (16-18% protein)",247
"5690","1990M02","Calf nuts and cubes (16-18% protein)",249
"5691","1990M03","Calf nuts and cubes (16-18% protein)",250
"5692","1990M04","Calf nuts and cubes (16-18% protein)",249
"5693","1990M05","Calf nuts and cubes (16-18% protein)",247
"5694","1990M06","Calf nuts and cubes (16-18% protein)",246
"5695","1990M07","Calf nuts and cubes (16-18% protein)",244
"5696","1990M08","Calf nuts and cubes (16-18% protein)",242
"5697","1990M09","Calf nuts and cubes (16-18% protein)",236
"5698","1990M10","Calf nuts and cubes (16-18% protein)",232
"5699","1990M11","Calf nuts and cubes (16-18% protein)",233
"5700","1990M12","Calf nuts and cubes (16-18% protein)",232
"5701","1991M01","Calf nuts and cubes (16-18% protein)",233
"5702","1991M02","Calf nuts and cubes (16-18% protein)",233
"5703","1991M03","Calf nuts and cubes (16-18% protein)",230
"5704","1991M04","Calf nuts and cubes (16-18% protein)",231
"5705","1991M05","Calf nuts and cubes (16-18% protein)",233
"5706","1991M06","Calf nuts and cubes (16-18% protein)",233
"5707","1991M07","Calf nuts and cubes (16-18% protein)",235
"5708","1991M08","Calf nuts and cubes (16-18% protein)",237
"5709","1991M09","Calf nuts and cubes (16-18% protein)",236
"5710","1991M10","Calf nuts and cubes (16-18% protein)",234
"5711","1991M11","Calf nuts and cubes (16-18% protein)",235
"5712","1991M12","Calf nuts and cubes (16-18% protein)",233
"5713","1992M01","Calf nuts and cubes (16-18% protein)",237
"5714","1992M02","Calf nuts and cubes (16-18% protein)",237
"5715","1992M03","Calf nuts and cubes (16-18% protein)",236
"5716","1992M04","Calf nuts and cubes (16-18% protein)",236
"5717","1992M05","Calf nuts and cubes (16-18% protein)",235
"5718","1992M06","Calf nuts and cubes (16-18% protein)",237
"5719","1992M07","Calf nuts and cubes (16-18% protein)",236
"5720","1992M08","Calf nuts and cubes (16-18% protein)",236
"5721","1992M09","Calf nuts and cubes (16-18% protein)",234
"5722","1992M10","Calf nuts and cubes (16-18% protein)",233
"5723","1992M11","Calf nuts and cubes (16-18% protein)",231
"5724","1992M12","Calf nuts and cubes (16-18% protein)",232
"5725","1993M01","Calf nuts and cubes (16-18% protein)",233
"5726","1993M02","Calf nuts and cubes (16-18% protein)",232
"5727","1993M03","Calf nuts and cubes (16-18% protein)",237
"5728","1993M04","Calf nuts and cubes (16-18% protein)",236
"5729","1993M05","Calf nuts and cubes (16-18% protein)",235
"5730","1993M06","Calf nuts and cubes (16-18% protein)",236
"5731","1993M07","Calf nuts and cubes (16-18% protein)",236
"5732","1993M08","Calf nuts and cubes (16-18% protein)",236
"5733","1993M09","Calf nuts and cubes (16-18% protein)",236
"5734","1993M10","Calf nuts and cubes (16-18% protein)",235
"5735","1993M11","Calf nuts and cubes (16-18% protein)",234
"5736","1993M12","Calf nuts and cubes (16-18% protein)",231
"5737","1994M01","Calf nuts and cubes (16-18% protein)",234
"5738","1994M02","Calf nuts and cubes (16-18% protein)",236
"5739","1994M03","Calf nuts and cubes (16-18% protein)",238
"5740","1994M04","Calf nuts and cubes (16-18% protein)",235
"5741","1994M05","Calf nuts and cubes (16-18% protein)",240
"5742","1994M06","Calf nuts and cubes (16-18% protein)",240
"5743","1994M07","Calf nuts and cubes (16-18% protein)",239
"5744","1994M08","Calf nuts and cubes (16-18% protein)",238
"5745","1994M09","Calf nuts and cubes (16-18% protein)",234
"5746","1994M10","Calf nuts and cubes (16-18% protein)",233
"5747","1994M11","Calf nuts and cubes (16-18% protein)",230
"5748","1994M12","Calf nuts and cubes (16-18% protein)",231
"5749","1995M01","Calf nuts and cubes (16-18% protein)",232
"5750","1995M02","Calf nuts and cubes (16-18% protein)",232
"5751","1995M03","Calf nuts and cubes (16-18% protein)",229
"5752","1995M04","Calf nuts and cubes (16-18% protein)",230
"5753","1995M05","Calf nuts and cubes (16-18% protein)",228
"5754","1995M06","Calf nuts and cubes (16-18% protein)",233
"5755","1995M07","Calf nuts and cubes (16-18% protein)",234
"5756","1995M08","Calf nuts and cubes (16-18% protein)",234
"5757","1995M09","Calf nuts and cubes (16-18% protein)",234
"5758","1995M10","Calf nuts and cubes (16-18% protein)",235
"5759","1995M11","Calf nuts and cubes (16-18% protein)",235
"5760","1995M12","Calf nuts and cubes (16-18% protein)",238
"5761","1996M01","Calf nuts and cubes (16-18% protein)",241
"5762","1996M02","Calf nuts and cubes (16-18% protein)",243
"5763","1996M03","Calf nuts and cubes (16-18% protein)",244
"5764","1996M04","Calf nuts and cubes (16-18% protein)",247
"5765","1996M05","Calf nuts and cubes (16-18% protein)",250
"5766","1996M06","Calf nuts and cubes (16-18% protein)",251
"5767","1996M07","Calf nuts and cubes (16-18% protein)",253
"5768","1996M08","Calf nuts and cubes (16-18% protein)",253
"5769","1996M09","Calf nuts and cubes (16-18% protein)",249
"5770","1996M10","Calf nuts and cubes (16-18% protein)",245
"5771","1996M11","Calf nuts and cubes (16-18% protein)",245
"5772","1996M12","Calf nuts and cubes (16-18% protein)",246
"5773","1997M01","Calf nuts and cubes (16-18% protein)",243
"5774","1997M02","Calf nuts and cubes (16-18% protein)",240
"5775","1997M03","Calf nuts and cubes (16-18% protein)",242
"5776","1997M04","Calf nuts and cubes (16-18% protein)",243
"5777","1997M05","Calf nuts and cubes (16-18% protein)",244
"5778","1997M06","Calf nuts and cubes (16-18% protein)",243
"5779","1997M07","Calf nuts and cubes (16-18% protein)",243
"5780","1997M08","Calf nuts and cubes (16-18% protein)",240
"5781","1997M09","Calf nuts and cubes (16-18% protein)",234
"5782","1997M10","Calf nuts and cubes (16-18% protein)",233
"5783","1997M11","Calf nuts and cubes (16-18% protein)",231
"5784","1997M12","Calf nuts and cubes (16-18% protein)",231
"5785","1998M01","Calf nuts and cubes (16-18% protein)",230
"5786","1998M02","Calf nuts and cubes (16-18% protein)",230
"5787","1998M03","Calf nuts and cubes (16-18% protein)",233
"5788","1998M04","Calf nuts and cubes (16-18% protein)",233
"5789","1998M05","Calf nuts and cubes (16-18% protein)",230
"5790","1998M06","Calf nuts and cubes (16-18% protein)",228
"5791","1998M07","Calf nuts and cubes (16-18% protein)",227
"5792","1998M08","Calf nuts and cubes (16-18% protein)",225
"5793","1998M09","Calf nuts and cubes (16-18% protein)",222
"5794","1998M10","Calf nuts and cubes (16-18% protein)",220
"5795","1998M11","Calf nuts and cubes (16-18% protein)",220
"5796","1998M12","Calf nuts and cubes (16-18% protein)",220
"5797","1999M01","Calf nuts and cubes (16-18% protein)",219
"5798","1999M02","Calf nuts and cubes (16-18% protein)",222
"5799","1999M03","Calf nuts and cubes (16-18% protein)",222
"5800","1999M04","Calf nuts and cubes (16-18% protein)",221
"5801","1999M05","Calf nuts and cubes (16-18% protein)",221
"5802","1999M06","Calf nuts and cubes (16-18% protein)",220
"5803","1999M07","Calf nuts and cubes (16-18% protein)",220
"5804","1999M08","Calf nuts and cubes (16-18% protein)",220
"5805","1999M09","Calf nuts and cubes (16-18% protein)",220
"5806","1999M10","Calf nuts and cubes (16-18% protein)",220
"5807","1999M11","Calf nuts and cubes (16-18% protein)",221
"5808","1999M12","Calf nuts and cubes (16-18% protein)",221
"5809","2000M01","Calf nuts and cubes (16-18% protein)",223
"5810","2000M02","Calf nuts and cubes (16-18% protein)",224
"5811","2000M03","Calf nuts and cubes (16-18% protein)",224
"5812","2000M04","Calf nuts and cubes (16-18% protein)",223
"5813","2000M05","Calf nuts and cubes (16-18% protein)",225
"5814","2000M06","Calf nuts and cubes (16-18% protein)",227
"5815","2000M07","Calf nuts and cubes (16-18% protein)",227
"5816","2000M08","Calf nuts and cubes (16-18% protein)",228
"5817","2000M09","Calf nuts and cubes (16-18% protein)",228
"5818","2000M10","Calf nuts and cubes (16-18% protein)",231
"5819","2000M11","Calf nuts and cubes (16-18% protein)",231
"5820","2000M12","Calf nuts and cubes (16-18% protein)",233
"5821","2001M01","Calf nuts and cubes (16-18% protein)",236
"5822","2001M02","Calf nuts and cubes (16-18% protein)",236
"5823","2001M03","Calf nuts and cubes (16-18% protein)",236
"5824","2001M04","Calf nuts and cubes (16-18% protein)",235
"5825","2001M05","Calf nuts and cubes (16-18% protein)",234
"5826","2001M06","Calf nuts and cubes (16-18% protein)",235
"5827","2001M07","Calf nuts and cubes (16-18% protein)",238
"5828","2001M08","Calf nuts and cubes (16-18% protein)",238
"5829","2001M09","Calf nuts and cubes (16-18% protein)",239
"5830","2001M10","Calf nuts and cubes (16-18% protein)",241
"5831","2001M11","Calf nuts and cubes (16-18% protein)",241
"5832","2001M12","Calf nuts and cubes (16-18% protein)",242
"5833","2002M01","Calf nuts and cubes (16-18% protein)",243
"5834","2002M02","Calf nuts and cubes (16-18% protein)",243
"5835","2002M03","Calf nuts and cubes (16-18% protein)",243
"5836","2002M04","Calf nuts and cubes (16-18% protein)",243
"5837","2002M05","Calf nuts and cubes (16-18% protein)",244
"5838","2002M06","Calf nuts and cubes (16-18% protein)",244
"5839","2002M07","Calf nuts and cubes (16-18% protein)",244
"5840","2002M08","Calf nuts and cubes (16-18% protein)",243
"5841","2002M09","Calf nuts and cubes (16-18% protein)",243
"5842","2002M10","Calf nuts and cubes (16-18% protein)",242
"5843","2002M11","Calf nuts and cubes (16-18% protein)",241
"5844","2002M12","Calf nuts and cubes (16-18% protein)",241
"5845","2003M01","Calf nuts and cubes (16-18% protein)",241
"5846","2003M02","Calf nuts and cubes (16-18% protein)",242
"5847","2003M03","Calf nuts and cubes (16-18% protein)",242
"5848","2003M04","Calf nuts and cubes (16-18% protein)",242
"5849","2003M05","Calf nuts and cubes (16-18% protein)",242
"5850","2003M06","Calf nuts and cubes (16-18% protein)",243
"5851","2003M07","Calf nuts and cubes (16-18% protein)",243
"5852","2003M08","Calf nuts and cubes (16-18% protein)",243
"5853","2003M09","Calf nuts and cubes (16-18% protein)",244
"5854","2003M10","Calf nuts and cubes (16-18% protein)",246
"5855","2003M11","Calf nuts and cubes (16-18% protein)",248
"5856","2003M12","Calf nuts and cubes (16-18% protein)",248
"5857","2004M01","Calf nuts and cubes (16-18% protein)",250
"5858","2004M02","Calf nuts and cubes (16-18% protein)",251
"5859","2004M03","Calf nuts and cubes (16-18% protein)",252
"5860","2004M04","Calf nuts and cubes (16-18% protein)",253
"5861","2004M05","Calf nuts and cubes (16-18% protein)",254
"5862","2004M06","Calf nuts and cubes (16-18% protein)",255
"5863","2004M07","Calf nuts and cubes (16-18% protein)",254
"5864","2004M08","Calf nuts and cubes (16-18% protein)",251
"5865","2004M09","Calf nuts and cubes (16-18% protein)",246
"5866","2004M10","Calf nuts and cubes (16-18% protein)",241
"5867","2004M11","Calf nuts and cubes (16-18% protein)",240
"5868","2004M12","Calf nuts and cubes (16-18% protein)",239
"5869","2005M01","Calf nuts and cubes (16-18% protein)",239
"5870","2005M02","Calf nuts and cubes (16-18% protein)",240
"5871","2005M03","Calf nuts and cubes (16-18% protein)",242
"5872","2005M04","Calf nuts and cubes (16-18% protein)",242
"5873","2005M05","Calf nuts and cubes (16-18% protein)",240
"5874","2005M06","Calf nuts and cubes (16-18% protein)",239
"5875","2005M07","Calf nuts and cubes (16-18% protein)",239
"5876","2005M08","Calf nuts and cubes (16-18% protein)",240
"5877","2005M09","Calf nuts and cubes (16-18% protein)",239
"5878","2005M10","Calf nuts and cubes (16-18% protein)",240
"5879","2005M11","Calf nuts and cubes (16-18% protein)",241
"5880","2005M12","Calf nuts and cubes (16-18% protein)",240
"5881","2006M01","Calf nuts and cubes (16-18% protein)",242
"5882","2006M02","Calf nuts and cubes (16-18% protein)",242
"5883","2006M03","Calf nuts and cubes (16-18% protein)",242
"5884","2006M04","Calf nuts and cubes (16-18% protein)",243
"5885","2006M05","Calf nuts and cubes (16-18% protein)",243
"5886","2006M06","Calf nuts and cubes (16-18% protein)",242
"5887","2006M07","Calf nuts and cubes (16-18% protein)",242
"5888","2006M08","Calf nuts and cubes (16-18% protein)",242
"5889","2006M09","Calf nuts and cubes (16-18% protein)",243
"5890","2006M10","Calf nuts and cubes (16-18% protein)",249
"5891","2006M11","Calf nuts and cubes (16-18% protein)",249
"5892","2006M12","Calf nuts and cubes (16-18% protein)",252
"5893","2007M01","Calf nuts and cubes (16-18% protein)",258
"5894","2007M02","Calf nuts and cubes (16-18% protein)",264
"5895","2007M03","Calf nuts and cubes (16-18% protein)",265
"5896","2007M04","Calf nuts and cubes (16-18% protein)",267
"5897","2007M05","Calf nuts and cubes (16-18% protein)",267
"5898","2007M06","Calf nuts and cubes (16-18% protein)",268
"5899","2007M07","Calf nuts and cubes (16-18% protein)",276
"5900","2007M08","Calf nuts and cubes (16-18% protein)",282
"5901","2007M09","Calf nuts and cubes (16-18% protein)",295
"5902","2007M10","Calf nuts and cubes (16-18% protein)",301
"5903","2007M11","Calf nuts and cubes (16-18% protein)",302
"5904","2007M12","Calf nuts and cubes (16-18% protein)",309
"5905","2008M01","Calf nuts and cubes (16-18% protein)",312
"5906","2008M02","Calf nuts and cubes (16-18% protein)",319
"5907","2008M03","Calf nuts and cubes (16-18% protein)",322
"5908","2008M04","Calf nuts and cubes (16-18% protein)",321
"5909","2008M05","Calf nuts and cubes (16-18% protein)",324
"5910","2008M06","Calf nuts and cubes (16-18% protein)",325
"5911","2008M07","Calf nuts and cubes (16-18% protein)",324
"5912","2008M08","Calf nuts and cubes (16-18% protein)",324
"5913","2008M09","Calf nuts and cubes (16-18% protein)",318
"5914","2008M10","Calf nuts and cubes (16-18% protein)",313
"5915","2008M11","Calf nuts and cubes (16-18% protein)",310
"5916","2008M12","Calf nuts and cubes (16-18% protein)",308
"5917","2009M01","Calf nuts and cubes (16-18% protein)",302
"5918","2009M02","Calf nuts and cubes (16-18% protein)",302
"5919","2009M03","Calf nuts and cubes (16-18% protein)",296
"5920","2009M04","Calf nuts and cubes (16-18% protein)",294
"5921","2009M05","Calf nuts and cubes (16-18% protein)",294
"5922","2009M06","Calf nuts and cubes (16-18% protein)",290
"5923","2009M07","Calf nuts and cubes (16-18% protein)",289
"5924","2009M08","Calf nuts and cubes (16-18% protein)",287
"5925","2009M09","Calf nuts and cubes (16-18% protein)",273
"5926","2009M10","Calf nuts and cubes (16-18% protein)",269
"5927","2009M11","Calf nuts and cubes (16-18% protein)",265
"5928","2009M12","Calf nuts and cubes (16-18% protein)",265
"5929","2010M01","Calf nuts and cubes (16-18% protein)",265
"5930","2010M02","Calf nuts and cubes (16-18% protein)",267
"5931","2010M03","Calf nuts and cubes (16-18% protein)",267
"5932","2010M04","Calf nuts and cubes (16-18% protein)",268
"5933","2010M05","Calf nuts and cubes (16-18% protein)",268
"5934","2010M06","Calf nuts and cubes (16-18% protein)",270
"5935","2010M07","Calf nuts and cubes (16-18% protein)",272
"5936","2010M08","Calf nuts and cubes (16-18% protein)",279
"5937","2010M09","Calf nuts and cubes (16-18% protein)",294
"5938","2010M10","Calf nuts and cubes (16-18% protein)",298
"5939","2010M11","Calf nuts and cubes (16-18% protein)",297
"5940","2010M12","Calf nuts and cubes (16-18% protein)",297
"5941","2011M01","Calf nuts and cubes (16-18% protein)",308
"5942","2011M02","Calf nuts and cubes (16-18% protein)",312
"5943","2011M03","Calf nuts and cubes (16-18% protein)",314
"5944","2011M04","Calf nuts and cubes (16-18% protein)",315
"5945","2011M05","Calf nuts and cubes (16-18% protein)",319
"5946","2011M06","Calf nuts and cubes (16-18% protein)",322
"5947","2011M07","Calf nuts and cubes (16-18% protein)",325
"5948","2011M08","Calf nuts and cubes (16-18% protein)",325
"5949","2011M09","Calf nuts and cubes (16-18% protein)",324
"5950","2011M10","Calf nuts and cubes (16-18% protein)",323
"5951","2011M11","Calf nuts and cubes (16-18% protein)",322
"5952","2011M12","Calf nuts and cubes (16-18% protein)",321
"5953","2012M01","Calf nuts and cubes (16-18% protein)",319
"5954","2012M02","Calf nuts and cubes (16-18% protein)",318
"5955","2012M03","Calf nuts and cubes (16-18% protein)",320
"5956","2012M04","Calf nuts and cubes (16-18% protein)",323
"5957","2012M05","Calf nuts and cubes (16-18% protein)",332
"5958","2012M06","Calf nuts and cubes (16-18% protein)",336
"5959","2012M07","Calf nuts and cubes (16-18% protein)",340
"5960","2012M08","Calf nuts and cubes (16-18% protein)",351
"5961","2012M09","Calf nuts and cubes (16-18% protein)",363
"5962","2012M10","Calf nuts and cubes (16-18% protein)",371
"5963","2012M11","Calf nuts and cubes (16-18% protein)",373
"5964","2012M12","Calf nuts and cubes (16-18% protein)",376
"5965","2013M01","Calf nuts and cubes (16-18% protein)",383
"5966","2013M02","Calf nuts and cubes (16-18% protein)",384
"5967","2013M03","Calf nuts and cubes (16-18% protein)",380
"5968","2013M04","Calf nuts and cubes (16-18% protein)",380
"5969","2013M05","Calf nuts and cubes (16-18% protein)",382
"5970","2013M06","Calf nuts and cubes (16-18% protein)",381
"5971","2013M07","Calf nuts and cubes (16-18% protein)",376
"5972","2013M08","Calf nuts and cubes (16-18% protein)",367
"5973","2013M09","Calf nuts and cubes (16-18% protein)",356
"5974","2013M10","Calf nuts and cubes (16-18% protein)",348
"5975","2013M11","Calf nuts and cubes (16-18% protein)",344
"5976","2013M12","Calf nuts and cubes (16-18% protein)",342
"5977","2014M01","Calf nuts and cubes (16-18% protein)",340
"5978","2014M02","Calf nuts and cubes (16-18% protein)",340
"5979","2014M03","Calf nuts and cubes (16-18% protein)",340
"5980","2014M04","Calf nuts and cubes (16-18% protein)",340
"5981","1976M01","Calf meal (16-18% protein)",123
"5982","1976M02","Calf meal (16-18% protein)",124
"5983","1976M03","Calf meal (16-18% protein)",127
"5984","1976M04","Calf meal (16-18% protein)",130
"5985","1976M05","Calf meal (16-18% protein)",135
"5986","1976M06","Calf meal (16-18% protein)",137
"5987","1976M07","Calf meal (16-18% protein)",140
"5988","1976M08","Calf meal (16-18% protein)",142
"5989","1976M09","Calf meal (16-18% protein)",143
"5990","1976M10","Calf meal (16-18% protein)",148
"5991","1976M11","Calf meal (16-18% protein)",157
"5992","1976M12","Calf meal (16-18% protein)",158
"5993","1977M01","Calf meal (16-18% protein)",164
"5994","1977M02","Calf meal (16-18% protein)",168
"5995","1977M03","Calf meal (16-18% protein)",173
"5996","1977M04","Calf meal (16-18% protein)",178
"5997","1977M05","Calf meal (16-18% protein)",182
"5998","1977M06","Calf meal (16-18% protein)",184
"5999","1977M07","Calf meal (16-18% protein)",183
"6000","1977M08","Calf meal (16-18% protein)",182
"6001","1977M09","Calf meal (16-18% protein)",177
"6002","1977M10","Calf meal (16-18% protein)",175
"6003","1977M11","Calf meal (16-18% protein)",175
"6004","1977M12","Calf meal (16-18% protein)",174
"6005","1978M01","Calf meal (16-18% protein)",172
"6006","1978M02","Calf meal (16-18% protein)",171
"6007","1978M03","Calf meal (16-18% protein)",172
"6008","1978M04","Calf meal (16-18% protein)",172
"6009","1978M05","Calf meal (16-18% protein)",176
"6010","1978M06","Calf meal (16-18% protein)",177
"6011","1978M07","Calf meal (16-18% protein)",177
"6012","1978M08","Calf meal (16-18% protein)",177
