"","Month","Type.of.Fertiliser","value"
"694","2003M06","Urea (46% N)",239
"695","2003M07","Urea (46% N)",237
"696","2003M08","Urea (46% N)",237
"697","2003M09","Urea (46% N)",237
"698","2003M10","Urea (46% N)",240
"699","2003M11","Urea (46% N)",244
"700","2003M12","Urea (46% N)",257
"701","2004M01","Urea (46% N)",264
"702","2004M02","Urea (46% N)",263
"703","2004M03","Urea (46% N)",261
"704","2004M04","Urea (46% N)",258
"705","2004M05","Urea (46% N)",255
"706","2004M06","Urea (46% N)",254
"707","2004M07","Urea (46% N)",252
"708","2004M08","Urea (46% N)",253
"709","2004M09","Urea (46% N)",253
"710","2004M10","Urea (46% N)",255
"711","2004M11","Urea (46% N)",260
"712","2004M12","Urea (46% N)",262
"713","2005M01","Urea (46% N)",286
"714","2005M02","Urea (46% N)",292
"715","2005M03","Urea (46% N)",291
"716","2005M04","Urea (46% N)",287
"717","2005M05","Urea (46% N)",287
"718","2005M06","Urea (46% N)",284
"719","2005M07","Urea (46% N)",283
"720","2005M08","Urea (46% N)",285
"721","2005M09","Urea (46% N)",285
"722","2005M10","Urea (46% N)",287
"723","2005M11","Urea (46% N)",289
"724","2005M12","Urea (46% N)",291
"725","2006M01","Urea (46% N)",306
"726","2006M02","Urea (46% N)",310
"727","2006M03","Urea (46% N)",311
"728","2006M04","Urea (46% N)",310
"729","2006M05","Urea (46% N)",313
"730","2006M06","Urea (46% N)",312
"731","2006M07","Urea (46% N)",312
"732","2006M08","Urea (46% N)",312
"733","2006M09","Urea (46% N)",313
"734","2006M10","Urea (46% N)",313
"735","2006M11","Urea (46% N)",311
"736","2006M12","Urea (46% N)",310
"737","2007M01","Urea (46% N)",310
"738","2007M02","Urea (46% N)",310
"739","2007M03","Urea (46% N)",311
"740","2007M04","Urea (46% N)",311
"741","2007M05","Urea (46% N)",311
"742","2007M06","Urea (46% N)",312
"743","2007M07","Urea (46% N)",312
"744","2007M08","Urea (46% N)",312
"745","2007M09","Urea (46% N)",313
"746","2007M10","Urea (46% N)",314
"747","2007M11","Urea (46% N)",320
"748","2007M12","Urea (46% N)",336
"749","2008M01","Urea (46% N)",378
"750","2008M02","Urea (46% N)",419
"751","2008M03","Urea (46% N)",422
"752","2008M04","Urea (46% N)",434
"753","2008M05","Urea (46% N)",435
"754","2008M06","Urea (46% N)",436
"755","2008M07","Urea (46% N)",445
"756","2008M08","Urea (46% N)",454
"757","2008M09","Urea (46% N)",454
"758","2008M10","Urea (46% N)",449
"759","2008M11","Urea (46% N)",446
"760","2008M12","Urea (46% N)",445
"761","2009M01","Urea (46% N)",427
"762","2009M02","Urea (46% N)",407
"763","2009M03","Urea (46% N)",399
"764","2009M04","Urea (46% N)",385
"765","2009M05","Urea (46% N)",378
"766","2009M06","Urea (46% N)",374
"767","2009M07","Urea (46% N)",370
"768","2009M08","Urea (46% N)",370
"769","2009M09","Urea (46% N)",368
"770","2009M10","Urea (46% N)",368
"771","2009M11","Urea (46% N)",368
"772","2009M12","Urea (46% N)",356
"773","2010M01","Urea (46% N)",341
"774","2010M02","Urea (46% N)",333
"775","2010M03","Urea (46% N)",323
"776","2010M04","Urea (46% N)",325
"777","2010M05","Urea (46% N)",325
"778","2010M06","Urea (46% N)",324
"779","2010M07","Urea (46% N)",324
"780","2010M08","Urea (46% N)",326
"781","2010M09","Urea (46% N)",333
"782","2010M10","Urea (46% N)",338
"783","2010M11","Urea (46% N)",339
"784","2010M12","Urea (46% N)",351
"785","2011M01","Urea (46% N)",385
"786","2011M02","Urea (46% N)",401
"787","2011M03","Urea (46% N)",402
"788","2011M04","Urea (46% N)",399
"789","2011M05","Urea (46% N)",399
"790","2011M06","Urea (46% N)",398
"791","2011M07","Urea (46% N)",399
"792","2011M08","Urea (46% N)",399
"793","2011M09","Urea (46% N)",401
"794","2011M10","Urea (46% N)",405
"795","2011M11","Urea (46% N)",405
"796","2011M12","Urea (46% N)",412
"797","2012M01","Urea (46% N)",426
"798","2012M02","Urea (46% N)",432
"799","2012M03","Urea (46% N)",434
"800","2012M04","Urea (46% N)",437
"801","2012M05","Urea (46% N)",437
"802","2012M06","Urea (46% N)",436
"803","2012M07","Urea (46% N)",435
"804","2012M08","Urea (46% N)",435
"805","2012M09","Urea (46% N)",435
"806","2012M10","Urea (46% N)",439
"807","2012M11","Urea (46% N)",439
"808","2012M12","Urea (46% N)",439
"809","2013M01","Urea (46% N)",443
"810","2013M02","Urea (46% N)",444
"811","2013M03","Urea (46% N)",447
"812","2013M04","Urea (46% N)",447
"813","2013M05","Urea (46% N)",447
"814","2013M06","Urea (46% N)",446
"815","2013M07","Urea (46% N)",444
"816","2013M08","Urea (46% N)",440
"817","2013M09","Urea (46% N)",441
"818","2013M10","Urea (46% N)",440
"819","2013M11","Urea (46% N)",437
"820","2013M12","Urea (46% N)",434
"821","2014M01","Urea (46% N)",412
"822","2014M02","Urea (46% N)",399
"823","2014M03","Urea (46% N)",398
"824","2014M04","Urea (46% N)",398
"825","1980M01","Granular Superphosphate (16% P)",160
"826","1980M02","Granular Superphosphate (16% P)",162
"827","1980M03","Granular Superphosphate (16% P)",168
"828","1980M04","Granular Superphosphate (16% P)",168
"829","1980M05","Granular Superphosphate (16% P)",170
"830","1980M06","Granular Superphosphate (16% P)",171
"831","1980M07","Granular Superphosphate (16% P)",175
"832","1980M08","Granular Superphosphate (16% P)",175
"833","1980M09","Granular Superphosphate (16% P)",178
"834","1980M10","Granular Superphosphate (16% P)",181
"835","1980M11","Granular Superphosphate (16% P)",191
"836","1980M12","Granular Superphosphate (16% P)",195
"837","1981M01","Granular Superphosphate (16% P)",197
"838","1981M02","Granular Superphosphate (16% P)",197
"839","1981M03","Granular Superphosphate (16% P)",199
"840","1981M04","Granular Superphosphate (16% P)",203
"841","1981M05","Granular Superphosphate (16% P)",204
"842","1981M06","Granular Superphosphate (16% P)",205
"843","1981M07","Granular Superphosphate (16% P)",206
"844","1981M08","Granular Superphosphate (16% P)",207
"845","1981M09","Granular Superphosphate (16% P)",214
"846","1981M10","Granular Superphosphate (16% P)",216
"847","1981M11","Granular Superphosphate (16% P)",223
"848","1981M12","Granular Superphosphate (16% P)",219
"849","1982M01","Granular Superphosphate (16% P)",225
"850","1982M02","Granular Superphosphate (16% P)",233
"851","1982M03","Granular Superphosphate (16% P)",232
"852","1982M04","Granular Superphosphate (16% P)",233
"853","1982M05","Granular Superphosphate (16% P)",234
"854","1982M06","Granular Superphosphate (16% P)",234
"855","1982M07","Granular Superphosphate (16% P)",235
"856","1982M08","Granular Superphosphate (16% P)",235
"857","1982M09","Granular Superphosphate (16% P)",236
"858","1982M10","Granular Superphosphate (16% P)",234
"859","1982M11","Granular Superphosphate (16% P)",234
"860","1982M12","Granular Superphosphate (16% P)",234
"861","1983M01","Granular Superphosphate (16% P)",239
"862","1983M02","Granular Superphosphate (16% P)",240
"863","1983M03","Granular Superphosphate (16% P)",240
"864","1983M04","Granular Superphosphate (16% P)",242
"865","1983M05","Granular Superphosphate (16% P)",240
"866","1983M06","Granular Superphosphate (16% P)",243
"867","1983M07","Granular Superphosphate (16% P)",244
"868","1983M08","Granular Superphosphate (16% P)",245
"869","1983M09","Granular Superphosphate (16% P)",243
"870","1983M10","Granular Superphosphate (16% P)",240
"871","1983M11","Granular Superphosphate (16% P)",244
"872","1983M12","Granular Superphosphate (16% P)",247
"873","1984M01","Granular Superphosphate (16% P)",249
"874","1984M02","Granular Superphosphate (16% P)",257
"875","1984M03","Granular Superphosphate (16% P)",257
"876","1984M04","Granular Superphosphate (16% P)",264
"877","1984M05","Granular Superphosphate (16% P)",263
"878","1984M06","Granular Superphosphate (16% P)",265
"879","1984M07","Granular Superphosphate (16% P)",266
"880","1984M08","Granular Superphosphate (16% P)",268
"881","1984M09","Granular Superphosphate (16% P)",270
"882","1984M10","Granular Superphosphate (16% P)",270
"883","1984M11","Granular Superphosphate (16% P)",274
"884","1984M12","Granular Superphosphate (16% P)",274
"885","1985M01","Granular Superphosphate (16% P)",278
"886","1985M02","Granular Superphosphate (16% P)",280
"887","1985M03","Granular Superphosphate (16% P)",282
"888","1985M04","Granular Superphosphate (16% P)",285
"889","1985M05","Granular Superphosphate (16% P)",286
"890","1985M06","Granular Superphosphate (16% P)",284
"891","1985M07","Granular Superphosphate (16% P)",286
"892","1985M08","Granular Superphosphate (16% P)",286
"893","1985M09","Granular Superphosphate (16% P)",286
"894","1985M10","Granular Superphosphate (16% P)",286
"895","1985M11","Granular Superphosphate (16% P)",279
"896","1985M12","Granular Superphosphate (16% P)",277
"897","1986M01","Granular Superphosphate (16% P)",274
"898","1986M02","Granular Superphosphate (16% P)",272
"899","1986M03","Granular Superphosphate (16% P)",269
"900","1986M04","Granular Superphosphate (16% P)",269
"901","1986M05","Granular Superphosphate (16% P)",268
"902","1986M06","Granular Superphosphate (16% P)",269
"903","1986M07","Granular Superphosphate (16% P)",268
"904","1986M08","Granular Superphosphate (16% P)",267
"905","1986M09","Granular Superphosphate (16% P)",266
"906","1986M10","Granular Superphosphate (16% P)",NA
"907","1986M11","Granular Superphosphate (16% P)",265
"908","1986M12","Granular Superphosphate (16% P)",240
"909","1987M01","Granular Superphosphate (16% P)",227
"910","1987M02","Granular Superphosphate (16% P)",217
"911","1987M03","Granular Superphosphate (16% P)",218
"912","1987M04","Granular Superphosphate (16% P)",216
"913","1987M05","Granular Superphosphate (16% P)",215
"914","1987M06","Granular Superphosphate (16% P)",215
"915","1987M07","Granular Superphosphate (16% P)",217
"916","1987M08","Granular Superphosphate (16% P)",216
"917","1987M09","Granular Superphosphate (16% P)",220
"918","1987M10","Granular Superphosphate (16% P)",224
"919","1987M11","Granular Superphosphate (16% P)",226
"920","1987M12","Granular Superphosphate (16% P)",226
"921","1988M01","Granular Superphosphate (16% P)",228
"922","1988M02","Granular Superphosphate (16% P)",231
"923","1988M03","Granular Superphosphate (16% P)",232
"924","1988M04","Granular Superphosphate (16% P)",235
"925","1988M05","Granular Superphosphate (16% P)",236
"926","1988M06","Granular Superphosphate (16% P)",235
"927","1988M07","Granular Superphosphate (16% P)",236
"928","1988M08","Granular Superphosphate (16% P)",235
"929","1988M09","Granular Superphosphate (16% P)",235
"930","1988M10","Granular Superphosphate (16% P)",236
"931","1988M11","Granular Superphosphate (16% P)",NA
"932","1988M12","Granular Superphosphate (16% P)",NA
"933","1989M01","Granular Superphosphate (16% P)",NA
"934","1989M02","Granular Superphosphate (16% P)",NA
"935","1989M03","Granular Superphosphate (16% P)",NA
"936","1989M04","Granular Superphosphate (16% P)",NA
"937","1989M05","Granular Superphosphate (16% P)",NA
"938","1989M06","Granular Superphosphate (16% P)",NA
"939","1989M07","Granular Superphosphate (16% P)",251
"940","1989M08","Granular Superphosphate (16% P)",250
"941","1989M09","Granular Superphosphate (16% P)",254
"942","1989M10","Granular Superphosphate (16% P)",254
"943","1989M11","Granular Superphosphate (16% P)",252
"944","1989M12","Granular Superphosphate (16% P)",251
"945","1990M01","Granular Superphosphate (16% P)",250
"946","1990M02","Granular Superphosphate (16% P)",248
"947","1990M03","Granular Superphosphate (16% P)",245
"948","1990M04","Granular Superphosphate (16% P)",245
"949","1990M05","Granular Superphosphate (16% P)",245
"950","1990M06","Granular Superphosphate (16% P)",245
"951","1990M07","Granular Superphosphate (16% P)",245
"952","1990M08","Granular Superphosphate (16% P)",244
"953","1990M09","Granular Superphosphate (16% P)",246
"954","1990M10","Granular Superphosphate (16% P)",244
"955","1990M11","Granular Superphosphate (16% P)",244
"956","1990M12","Granular Superphosphate (16% P)",245
"957","1991M01","Granular Superphosphate (16% P)",245
