"","Statistic","Liveweight","Month","value"
"364","Pig Price per Kg (Euro)","Pigs 25-34 kg","1979M10",0.95
"365","Pig Price per Head (Euro)","Pigs 35-44 kg","1979M10",35.83
"366","Pig Price per Kg (Euro)","Pigs 35-44 kg","1979M10",0.93
"367","Pig Price per Head (Euro)","Pigs 45-54 kg","1979M10",41.56
"368","Pig Price per Kg (Euro)","Pigs 45-54 kg","1979M10",0.88
"369","Pig Price per Head (Euro)","Pigs 15-24 kg","1979M11",21.52
"370","Pig Price per Kg (Euro)","Pigs 15-24 kg","1979M11",1.07
"371","Pig Price per Head (Euro)","Pigs 25-34 kg","1979M11",29.97
"372","Pig Price per Kg (Euro)","Pigs 25-34 kg","1979M11",0.98
"373","Pig Price per Head (Euro)","Pigs 35-44 kg","1979M11",35.68
"374","Pig Price per Kg (Euro)","Pigs 35-44 kg","1979M11",0.93
"375","Pig Price per Head (Euro)","Pigs 45-54 kg","1979M11",42.14
"376","Pig Price per Kg (Euro)","Pigs 45-54 kg","1979M11",0.89
"377","Pig Price per Head (Euro)","Pigs 15-24 kg","1979M12",21.08
"378","Pig Price per Kg (Euro)","Pigs 15-24 kg","1979M12",0.99
"379","Pig Price per Head (Euro)","Pigs 25-34 kg","1979M12",29.45
"380","Pig Price per Kg (Euro)","Pigs 25-34 kg","1979M12",0.97
"381","Pig Price per Head (Euro)","Pigs 35-44 kg","1979M12",35.2
"382","Pig Price per Kg (Euro)","Pigs 35-44 kg","1979M12",0.93
"383","Pig Price per Head (Euro)","Pigs 45-54 kg","1979M12",41.99
"384","Pig Price per Kg (Euro)","Pigs 45-54 kg","1979M12",0.89
"385","Pig Price per Head (Euro)","Pigs 15-24 kg","1980M01",21.85
"386","Pig Price per Kg (Euro)","Pigs 15-24 kg","1980M01",0.99
"387","Pig Price per Head (Euro)","Pigs 25-34 kg","1980M01",30.17
"388","Pig Price per Kg (Euro)","Pigs 25-34 kg","1980M01",0.97
"389","Pig Price per Head (Euro)","Pigs 35-44 kg","1980M01",36.4
"390","Pig Price per Kg (Euro)","Pigs 35-44 kg","1980M01",0.93
"391","Pig Price per Head (Euro)","Pigs 45-54 kg","1980M01",42.29
"392","Pig Price per Kg (Euro)","Pigs 45-54 kg","1980M01",0.89
"393","Pig Price per Head (Euro)","Pigs 15-24 kg","1980M02",22.73
"394","Pig Price per Kg (Euro)","Pigs 15-24 kg","1980M02",1.09
"395","Pig Price per Head (Euro)","Pigs 25-34 kg","1980M02",31.85
"396","Pig Price per Kg (Euro)","Pigs 25-34 kg","1980M02",1.05
"397","Pig Price per Head (Euro)","Pigs 35-44 kg","1980M02",37.94
"398","Pig Price per Kg (Euro)","Pigs 35-44 kg","1980M02",0.98
"399","Pig Price per Head (Euro)","Pigs 45-54 kg","1980M02",42.82
"400","Pig Price per Kg (Euro)","Pigs 45-54 kg","1980M02",0.91
"401","Pig Price per Head (Euro)","Pigs 15-24 kg","1980M03",23.52
"402","Pig Price per Kg (Euro)","Pigs 15-24 kg","1980M03",1.08
"403","Pig Price per Head (Euro)","Pigs 25-34 kg","1980M03",30.31
"404","Pig Price per Kg (Euro)","Pigs 25-34 kg","1980M03",0.99
"405","Pig Price per Head (Euro)","Pigs 35-44 kg","1980M03",36.34
"406","Pig Price per Kg (Euro)","Pigs 35-44 kg","1980M03",0.94
"407","Pig Price per Head (Euro)","Pigs 45-54 kg","1980M03",42.37
"408","Pig Price per Kg (Euro)","Pigs 45-54 kg","1980M03",0.89
"409","Pig Price per Head (Euro)","Pigs 15-24 kg","1980M04",23.67
"410","Pig Price per Kg (Euro)","Pigs 15-24 kg","1980M04",1.1
"411","Pig Price per Head (Euro)","Pigs 25-34 kg","1980M04",31.1
"412","Pig Price per Kg (Euro)","Pigs 25-34 kg","1980M04",1.02
"413","Pig Price per Head (Euro)","Pigs 35-44 kg","1980M04",37.27
"414","Pig Price per Kg (Euro)","Pigs 35-44 kg","1980M04",0.97
"415","Pig Price per Head (Euro)","Pigs 45-54 kg","1980M04",42.08
"416","Pig Price per Kg (Euro)","Pigs 45-54 kg","1980M04",0.88
"417","Pig Price per Head (Euro)","Pigs 15-24 kg","1980M05",25.17
"418","Pig Price per Kg (Euro)","Pigs 15-24 kg","1980M05",1.18
"419","Pig Price per Head (Euro)","Pigs 25-34 kg","1980M05",34.18
"420","Pig Price per Kg (Euro)","Pigs 25-34 kg","1980M05",1.13
"421","Pig Price per Head (Euro)","Pigs 35-44 kg","1980M05",39.87
"422","Pig Price per Kg (Euro)","Pigs 35-44 kg","1980M05",1.03
"423","Pig Price per Head (Euro)","Pigs 45-54 kg","1980M05",43.67
"424","Pig Price per Kg (Euro)","Pigs 45-54 kg","1980M05",0.93
"425","Pig Price per Head (Euro)","Pigs 15-24 kg","1980M06",23.62
"426","Pig Price per Kg (Euro)","Pigs 15-24 kg","1980M06",1.08
"427","Pig Price per Head (Euro)","Pigs 25-34 kg","1980M06",30.98
"428","Pig Price per Kg (Euro)","Pigs 25-34 kg","1980M06",1.02
"429","Pig Price per Head (Euro)","Pigs 35-44 kg","1980M06",37.65
"430","Pig Price per Kg (Euro)","Pigs 35-44 kg","1980M06",0.97
"431","Pig Price per Head (Euro)","Pigs 45-54 kg","1980M06",41.95
"432","Pig Price per Kg (Euro)","Pigs 45-54 kg","1980M06",0.88
"433","Pig Price per Head (Euro)","Pigs 15-24 kg","1980M07",25.99
"434","Pig Price per Kg (Euro)","Pigs 15-24 kg","1980M07",1.16
"435","Pig Price per Head (Euro)","Pigs 25-34 kg","1980M07",33.19
"436","Pig Price per Kg (Euro)","Pigs 25-34 kg","1980M07",1.1
"437","Pig Price per Head (Euro)","Pigs 35-44 kg","1980M07",39.48
"438","Pig Price per Kg (Euro)","Pigs 35-44 kg","1980M07",1.02
"439","Pig Price per Head (Euro)","Pigs 45-54 kg","1980M07",44.71
"440","Pig Price per Kg (Euro)","Pigs 45-54 kg","1980M07",0.94
"441","Pig Price per Head (Euro)","Pigs 15-24 kg","1980M08",22.73
"442","Pig Price per Kg (Euro)","Pigs 15-24 kg","1980M08",1.1
"443","Pig Price per Head (Euro)","Pigs 25-34 kg","1980M08",32.15
"444","Pig Price per Kg (Euro)","Pigs 25-34 kg","1980M08",1.05
"445","Pig Price per Head (Euro)","Pigs 35-44 kg","1980M08",37.79
"446","Pig Price per Kg (Euro)","Pigs 35-44 kg","1980M08",0.99
"447","Pig Price per Head (Euro)","Pigs 45-54 kg","1980M08",43.55
"448","Pig Price per Kg (Euro)","Pigs 45-54 kg","1980M08",0.93
"449","Pig Price per Head (Euro)","Pigs 15-24 kg","1980M09",20.39
"450","Pig Price per Kg (Euro)","Pigs 15-24 kg","1980M09",0.95
"451","Pig Price per Head (Euro)","Pigs 25-34 kg","1980M09",29.53
"452","Pig Price per Kg (Euro)","Pigs 25-34 kg","1980M09",0.97
"453","Pig Price per Head (Euro)","Pigs 35-44 kg","1980M09",37.15
"454","Pig Price per Kg (Euro)","Pigs 35-44 kg","1980M09",0.97
"455","Pig Price per Head (Euro)","Pigs 45-54 kg","1980M09",44.63
"456","Pig Price per Kg (Euro)","Pigs 45-54 kg","1980M09",0.91
"457","Pig Price per Head (Euro)","Pigs 15-24 kg","1980M10",22.3
"458","Pig Price per Kg (Euro)","Pigs 15-24 kg","1980M10",0.98
"459","Pig Price per Head (Euro)","Pigs 25-34 kg","1980M10",30.45
"460","Pig Price per Kg (Euro)","Pigs 25-34 kg","1980M10",0.99
"461","Pig Price per Head (Euro)","Pigs 35-44 kg","1980M10",37.76
"462","Pig Price per Kg (Euro)","Pigs 35-44 kg","1980M10",0.98
"463","Pig Price per Head (Euro)","Pigs 45-54 kg","1980M10",43.76
"464","Pig Price per Kg (Euro)","Pigs 45-54 kg","1980M10",0.91
"465","Pig Price per Head (Euro)","Pigs 15-24 kg","1980M11",24
"466","Pig Price per Kg (Euro)","Pigs 15-24 kg","1980M11",1.13
"467","Pig Price per Head (Euro)","Pigs 25-34 kg","1980M11",33.41
"468","Pig Price per Kg (Euro)","Pigs 25-34 kg","1980M11",1.08
"469","Pig Price per Head (Euro)","Pigs 35-44 kg","1980M11",39.41
"470","Pig Price per Kg (Euro)","Pigs 35-44 kg","1980M11",1
"471","Pig Price per Head (Euro)","Pigs 45-54 kg","1980M11",44.66
"472","Pig Price per Kg (Euro)","Pigs 45-54 kg","1980M11",0.93
"473","Pig Price per Head (Euro)","Pigs 15-24 kg","1980M12",24.02
"474","Pig Price per Kg (Euro)","Pigs 15-24 kg","1980M12",1.12
"475","Pig Price per Head (Euro)","Pigs 25-34 kg","1980M12",32.07
"476","Pig Price per Kg (Euro)","Pigs 25-34 kg","1980M12",1.05
"477","Pig Price per Head (Euro)","Pigs 35-44 kg","1980M12",38.27
"478","Pig Price per Kg (Euro)","Pigs 35-44 kg","1980M12",0.99
"479","Pig Price per Head (Euro)","Pigs 45-54 kg","1980M12",44.9
"480","Pig Price per Kg (Euro)","Pigs 45-54 kg","1980M12",0.91
"481","Pig Price per Head (Euro)","Pigs 15-24 kg","1981M01",24.62
"482","Pig Price per Kg (Euro)","Pigs 15-24 kg","1981M01",1.14
"483","Pig Price per Head (Euro)","Pigs 25-34 kg","1981M01",32.95
"484","Pig Price per Kg (Euro)","Pigs 25-34 kg","1981M01",1.09
"485","Pig Price per Head (Euro)","Pigs 35-44 kg","1981M01",38.54
"486","Pig Price per Kg (Euro)","Pigs 35-44 kg","1981M01",1
"487","Pig Price per Head (Euro)","Pigs 45-54 kg","1981M01",43.68
"488","Pig Price per Kg (Euro)","Pigs 45-54 kg","1981M01",0.91
"489","Pig Price per Head (Euro)","Pigs 15-24 kg","1981M02",26.77
"490","Pig Price per Kg (Euro)","Pigs 15-24 kg","1981M02",1.28
"491","Pig Price per Head (Euro)","Pigs 25-34 kg","1981M02",36.2
"492","Pig Price per Kg (Euro)","Pigs 25-34 kg","1981M02",1.17
"493","Pig Price per Head (Euro)","Pigs 35-44 kg","1981M02",41.57
"494","Pig Price per Kg (Euro)","Pigs 35-44 kg","1981M02",1.09
"495","Pig Price per Head (Euro)","Pigs 45-54 kg","1981M02",46.07
"496","Pig Price per Kg (Euro)","Pigs 45-54 kg","1981M02",0.95
"497","Pig Price per Head (Euro)","Pigs 15-24 kg","1981M03",27.73
"498","Pig Price per Kg (Euro)","Pigs 15-24 kg","1981M03",1.27
"499","Pig Price per Head (Euro)","Pigs 25-34 kg","1981M03",38.27
"500","Pig Price per Kg (Euro)","Pigs 25-34 kg","1981M03",1.26
"501","Pig Price per Head (Euro)","Pigs 35-44 kg","1981M03",43.97
"502","Pig Price per Kg (Euro)","Pigs 35-44 kg","1981M03",1.16
"503","Pig Price per Head (Euro)","Pigs 45-54 kg","1981M03",48.39
"504","Pig Price per Kg (Euro)","Pigs 45-54 kg","1981M03",1.02
"505","Pig Price per Head (Euro)","Pigs 15-24 kg","1981M04",30.11
"506","Pig Price per Kg (Euro)","Pigs 15-24 kg","1981M04",1.36
"507","Pig Price per Head (Euro)","Pigs 25-34 kg","1981M04",39.62
"508","Pig Price per Kg (Euro)","Pigs 25-34 kg","1981M04",1.3
"509","Pig Price per Head (Euro)","Pigs 35-44 kg","1981M04",46.42
"510","Pig Price per Kg (Euro)","Pigs 35-44 kg","1981M04",1.22
"511","Pig Price per Head (Euro)","Pigs 45-54 kg","1981M04",49.9
"512","Pig Price per Kg (Euro)","Pigs 45-54 kg","1981M04",1.07
"513","Pig Price per Head (Euro)","Pigs 15-24 kg","1981M05",28.94
"514","Pig Price per Kg (Euro)","Pigs 15-24 kg","1981M05",1.32
"515","Pig Price per Head (Euro)","Pigs 25-34 kg","1981M05",39.36
"516","Pig Price per Kg (Euro)","Pigs 25-34 kg","1981M05",1.31
"517","Pig Price per Head (Euro)","Pigs 35-44 kg","1981M05",47.89
"518","Pig Price per Kg (Euro)","Pigs 35-44 kg","1981M05",1.26
"519","Pig Price per Head (Euro)","Pigs 45-54 kg","1981M05",54.07
"520","Pig Price per Kg (Euro)","Pigs 45-54 kg","1981M05",1.16
"521","Pig Price per Head (Euro)","Pigs 15-24 kg","1981M06",31.59
"522","Pig Price per Kg (Euro)","Pigs 15-24 kg","1981M06",1.42
"523","Pig Price per Head (Euro)","Pigs 25-34 kg","1981M06",40.61
"524","Pig Price per Kg (Euro)","Pigs 25-34 kg","1981M06",1.33
"525","Pig Price per Head (Euro)","Pigs 35-44 kg","1981M06",48.35
"526","Pig Price per Kg (Euro)","Pigs 35-44 kg","1981M06",1.26
"527","Pig Price per Head (Euro)","Pigs 45-54 kg","1981M06",55.26
"528","Pig Price per Kg (Euro)","Pigs 45-54 kg","1981M06",1.16
"529","Pig Price per Head (Euro)","Pigs 15-24 kg","1981M07",31.72
"530","Pig Price per Kg (Euro)","Pigs 15-24 kg","1981M07",1.42
"531","Pig Price per Head (Euro)","Pigs 25-34 kg","1981M07",40.77
"532","Pig Price per Kg (Euro)","Pigs 25-34 kg","1981M07",1.36
"533","Pig Price per Head (Euro)","Pigs 35-44 kg","1981M07",48.94
"534","Pig Price per Kg (Euro)","Pigs 35-44 kg","1981M07",1.28
"535","Pig Price per Head (Euro)","Pigs 45-54 kg","1981M07",54.43
"536","Pig Price per Kg (Euro)","Pigs 45-54 kg","1981M07",1.18
"537","Pig Price per Head (Euro)","Pigs 15-24 kg","1981M08",31.95
"538","Pig Price per Kg (Euro)","Pigs 15-24 kg","1981M08",1.5
"539","Pig Price per Head (Euro)","Pigs 25-34 kg","1981M08",41.25
"540","Pig Price per Kg (Euro)","Pigs 25-34 kg","1981M08",1.36
"541","Pig Price per Head (Euro)","Pigs 35-44 kg","1981M08",49.27
"542","Pig Price per Kg (Euro)","Pigs 35-44 kg","1981M08",1.27
"543","Pig Price per Head (Euro)","Pigs 45-54 kg","1981M08",56.55
"544","Pig Price per Kg (Euro)","Pigs 45-54 kg","1981M08",1.18
"545","Pig Price per Head (Euro)","Pigs 15-24 kg","1981M09",29.9
"546","Pig Price per Kg (Euro)","Pigs 15-24 kg","1981M09",1.46
"547","Pig Price per Head (Euro)","Pigs 25-34 kg","1981M09",40.66
"548","Pig Price per Kg (Euro)","Pigs 25-34 kg","1981M09",1.36
"549","Pig Price per Head (Euro)","Pigs 35-44 kg","1981M09",49.56
"550","Pig Price per Kg (Euro)","Pigs 35-44 kg","1981M09",1.3
"551","Pig Price per Head (Euro)","Pigs 45-54 kg","1981M09",57.29
"552","Pig Price per Kg (Euro)","Pigs 45-54 kg","1981M09",1.21
"553","Pig Price per Head (Euro)","Pigs 15-24 kg","1981M10",30.21
"554","Pig Price per Kg (Euro)","Pigs 15-24 kg","1981M10",1.49
"555","Pig Price per Head (Euro)","Pigs 25-34 kg","1981M10",41.89
"556","Pig Price per Kg (Euro)","Pigs 25-34 kg","1981M10",1.4
"557","Pig Price per Head (Euro)","Pigs 35-44 kg","1981M10",49.8
"558","Pig Price per Kg (Euro)","Pigs 35-44 kg","1981M10",1.3
"559","Pig Price per Head (Euro)","Pigs 45-54 kg","1981M10",57.35
"560","Pig Price per Kg (Euro)","Pigs 45-54 kg","1981M10",1.19
"561","Pig Price per Head (Euro)","Pigs 15-24 kg","1981M11",33.76
"562","Pig Price per Kg (Euro)","Pigs 15-24 kg","1981M11",1.5
"563","Pig Price per Head (Euro)","Pigs 25-34 kg","1981M11",42.92
"564","Pig Price per Kg (Euro)","Pigs 25-34 kg","1981M11",1.41
"565","Pig Price per Head (Euro)","Pigs 35-44 kg","1981M11",50.45
"566","Pig Price per Kg (Euro)","Pigs 35-44 kg","1981M11",1.32
"567","Pig Price per Head (Euro)","Pigs 45-54 kg","1981M11",58.07
"568","Pig Price per Kg (Euro)","Pigs 45-54 kg","1981M11",1.21
"569","Pig Price per Head (Euro)","Pigs 15-24 kg","1981M12",34
"570","Pig Price per Kg (Euro)","Pigs 15-24 kg","1981M12",1.52
"571","Pig Price per Head (Euro)","Pigs 25-34 kg","1981M12",44.83
"572","Pig Price per Kg (Euro)","Pigs 25-34 kg","1981M12",1.47
"573","Pig Price per Head (Euro)","Pigs 35-44 kg","1981M12",53.42
"574","Pig Price per Kg (Euro)","Pigs 35-44 kg","1981M12",1.38
"575","Pig Price per Head (Euro)","Pigs 45-54 kg","1981M12",59.89
"576","Pig Price per Kg (Euro)","Pigs 45-54 kg","1981M12",1.26
"577","Pig Price per Head (Euro)","Pigs 15-24 kg","1982M01",32.76
"578","Pig Price per Kg (Euro)","Pigs 15-24 kg","1982M01",1.54
"579","Pig Price per Head (Euro)","Pigs 25-34 kg","1982M01",44.39
"580","Pig Price per Kg (Euro)","Pigs 25-34 kg","1982M01",1.42
"581","Pig Price per Head (Euro)","Pigs 35-44 kg","1982M01",50.71
"582","Pig Price per Kg (Euro)","Pigs 35-44 kg","1982M01",1.32
"583","Pig Price per Head (Euro)","Pigs 45-54 kg","1982M01",57.82
"584","Pig Price per Kg (Euro)","Pigs 45-54 kg","1982M01",1.22
"585","Pig Price per Head (Euro)","Pigs 15-24 kg","1982M02",34.49
"586","Pig Price per Kg (Euro)","Pigs 15-24 kg","1982M02",1.54
"587","Pig Price per Head (Euro)","Pigs 25-34 kg","1982M02",44.26
"588","Pig Price per Kg (Euro)","Pigs 25-34 kg","1982M02",1.46
"589","Pig Price per Head (Euro)","Pigs 35-44 kg","1982M02",52.36
"590","Pig Price per Kg (Euro)","Pigs 35-44 kg","1982M02",1.38
"591","Pig Price per Head (Euro)","Pigs 45-54 kg","1982M02",57.29
"592","Pig Price per Kg (Euro)","Pigs 45-54 kg","1982M02",1.23
"593","Pig Price per Head (Euro)","Pigs 15-24 kg","1982M03",33.09
"594","Pig Price per Kg (Euro)","Pigs 15-24 kg","1982M03",1.56
"595","Pig Price per Head (Euro)","Pigs 25-34 kg","1982M03",46.56
"596","Pig Price per Kg (Euro)","Pigs 25-34 kg","1982M03",1.54
"597","Pig Price per Head (Euro)","Pigs 35-44 kg","1982M03",53.58
"598","Pig Price per Kg (Euro)","Pigs 35-44 kg","1982M03",1.41
"599","Pig Price per Head (Euro)","Pigs 45-54 kg","1982M03",60.63
"600","Pig Price per Kg (Euro)","Pigs 45-54 kg","1982M03",1.3
"601","Pig Price per Head (Euro)","Pigs 15-24 kg","1982M04",33.13
"602","Pig Price per Kg (Euro)","Pigs 15-24 kg","1982M04",1.55
"603","Pig Price per Head (Euro)","Pigs 25-34 kg","1982M04",43.74
"604","Pig Price per Kg (Euro)","Pigs 25-34 kg","1982M04",1.46
"605","Pig Price per Head (Euro)","Pigs 35-44 kg","1982M04",51.79
"606","Pig Price per Kg (Euro)","Pigs 35-44 kg","1982M04",1.35
"607","Pig Price per Head (Euro)","Pigs 45-54 kg","1982M04",59.42
"608","Pig Price per Kg (Euro)","Pigs 45-54 kg","1982M04",1.24
"609","Pig Price per Head (Euro)","Pigs 15-24 kg","1982M05",34.84
"610","Pig Price per Kg (Euro)","Pigs 15-24 kg","1982M05",1.63
"611","Pig Price per Head (Euro)","Pigs 25-34 kg","1982M05",46
"612","Pig Price per Kg (Euro)","Pigs 25-34 kg","1982M05",1.51
"613","Pig Price per Head (Euro)","Pigs 35-44 kg","1982M05",52.72
"614","Pig Price per Kg (Euro)","Pigs 35-44 kg","1982M05",1.41
"615","Pig Price per Head (Euro)","Pigs 45-54 kg","1982M05",57.9
"616","Pig Price per Kg (Euro)","Pigs 45-54 kg","1982M05",1.26
"617","Pig Price per Head (Euro)","Pigs 15-24 kg","1982M06",33.19
"618","Pig Price per Kg (Euro)","Pigs 15-24 kg","1982M06",1.5
"619","Pig Price per Head (Euro)","Pigs 25-34 kg","1982M06",43.97
"620","Pig Price per Kg (Euro)","Pigs 25-34 kg","1982M06",1.43
"621","Pig Price per Head (Euro)","Pigs 35-44 kg","1982M06",50.23
"622","Pig Price per Kg (Euro)","Pigs 35-44 kg","1982M06",1.33
"623","Pig Price per Head (Euro)","Pigs 45-54 kg","1982M06",57.46
"624","Pig Price per Kg (Euro)","Pigs 45-54 kg","1982M06",1.23
"625","Pig Price per Head (Euro)","Pigs 15-24 kg","1982M07",34.11
"626","Pig Price per Kg (Euro)","Pigs 15-24 kg","1982M07",1.56
"627","Pig Price per Head (Euro)","Pigs 25-34 kg","1982M07",44.59
"628","Pig Price per Kg (Euro)","Pigs 25-34 kg","1982M07",1.47
"629","Pig Price per Head (Euro)","Pigs 35-44 kg","1982M07",51.93
"630","Pig Price per Kg (Euro)","Pigs 35-44 kg","1982M07",1.37
"631","Pig Price per Head (Euro)","Pigs 45-54 kg","1982M07",57.34
"632","Pig Price per Kg (Euro)","Pigs 45-54 kg","1982M07",1.22
"633","Pig Price per Head (Euro)","Pigs 15-24 kg","1982M08",32.4
"634","Pig Price per Kg (Euro)","Pigs 15-24 kg","1982M08",1.43
"635","Pig Price per Head (Euro)","Pigs 25-34 kg","1982M08",41.25
"636","Pig Price per Kg (Euro)","Pigs 25-34 kg","1982M08",1.37
"637","Pig Price per Head (Euro)","Pigs 35-44 kg","1982M08",49.41
"638","Pig Price per Kg (Euro)","Pigs 35-44 kg","1982M08",1.3
"639","Pig Price per Head (Euro)","Pigs 45-54 kg","1982M08",55.92
"640","Pig Price per Kg (Euro)","Pigs 45-54 kg","1982M08",1.18
"641","Pig Price per Head (Euro)","Pigs 15-24 kg","1982M09",32.06
"642","Pig Price per Kg (Euro)","Pigs 15-24 kg","1982M09",1.49
"643","Pig Price per Head (Euro)","Pigs 25-34 kg","1982M09",42.1
"644","Pig Price per Kg (Euro)","Pigs 25-34 kg","1982M09",1.4
"645","Pig Price per Head (Euro)","Pigs 35-44 kg","1982M09",50.22
"646","Pig Price per Kg (Euro)","Pigs 35-44 kg","1982M09",1.32
"647","Pig Price per Head (Euro)","Pigs 45-54 kg","1982M09",58.2
"648","Pig Price per Kg (Euro)","Pigs 45-54 kg","1982M09",1.22
"649","Pig Price per Head (Euro)","Pigs 15-24 kg","1982M10",29.04
"650","Pig Price per Kg (Euro)","Pigs 15-24 kg","1982M10",1.31
"651","Pig Price per Head (Euro)","Pigs 25-34 kg","1982M10",39.69
"652","Pig Price per Kg (Euro)","Pigs 25-34 kg","1982M10",1.3
"653","Pig Price per Head (Euro)","Pigs 35-44 kg","1982M10",47.74
"654","Pig Price per Kg (Euro)","Pigs 35-44 kg","1982M10",1.24
"655","Pig Price per Head (Euro)","Pigs 45-54 kg","1982M10",55.36
"656","Pig Price per Kg (Euro)","Pigs 45-54 kg","1982M10",1.17
"657","Pig Price per Head (Euro)","Pigs 15-24 kg","1982M11",28.66
"658","Pig Price per Kg (Euro)","Pigs 15-24 kg","1982M11",1.28
"659","Pig Price per Head (Euro)","Pigs 25-34 kg","1982M11",40.12
"660","Pig Price per Kg (Euro)","Pigs 25-34 kg","1982M11",1.3
"661","Pig Price per Head (Euro)","Pigs 35-44 kg","1982M11",47.08
"662","Pig Price per Kg (Euro)","Pigs 35-44 kg","1982M11",1.23
"663","Pig Price per Head (Euro)","Pigs 45-54 kg","1982M11",56.36
"664","Pig Price per Kg (Euro)","Pigs 45-54 kg","1982M11",1.16
"665","Pig Price per Head (Euro)","Pigs 15-24 kg","1982M12",26.35
"666","Pig Price per Kg (Euro)","Pigs 15-24 kg","1982M12",1.22
"667","Pig Price per Head (Euro)","Pigs 25-34 kg","1982M12",35.2
"668","Pig Price per Kg (Euro)","Pigs 25-34 kg","1982M12",1.14
"669","Pig Price per Head (Euro)","Pigs 35-44 kg","1982M12",44.57
"670","Pig Price per Kg (Euro)","Pigs 35-44 kg","1982M12",1.17
"671","Pig Price per Head (Euro)","Pigs 45-54 kg","1982M12",52.71
"672","Pig Price per Kg (Euro)","Pigs 45-54 kg","1982M12",1.1
"673","Pig Price per Head (Euro)","Pigs 15-24 kg","1983M01",25.75
"674","Pig Price per Kg (Euro)","Pigs 15-24 kg","1983M01",1.16
"675","Pig Price per Head (Euro)","Pigs 25-34 kg","1983M01",36.12
"676","Pig Price per Kg (Euro)","Pigs 25-34 kg","1983M01",1.14
"677","Pig Price per Head (Euro)","Pigs 35-44 kg","1983M01",41.72
"678","Pig Price per Kg (Euro)","Pigs 35-44 kg","1983M01",1.08
"679","Pig Price per Head (Euro)","Pigs 45-54 kg","1983M01",49.25
"680","Pig Price per Kg (Euro)","Pigs 45-54 kg","1983M01",1.02
"681","Pig Price per Head (Euro)","Pigs 15-24 kg","1983M02",26.51
"682","Pig Price per Kg (Euro)","Pigs 15-24 kg","1983M02",1.26
"683","Pig Price per Head (Euro)","Pigs 25-34 kg","1983M02",35.9
"684","Pig Price per Kg (Euro)","Pigs 25-34 kg","1983M02",1.18
"685","Pig Price per Head (Euro)","Pigs 35-44 kg","1983M02",43.77
"686","Pig Price per Kg (Euro)","Pigs 35-44 kg","1983M02",1.14
"687","Pig Price per Head (Euro)","Pigs 45-54 kg","1983M02",49.66
"688","Pig Price per Kg (Euro)","Pigs 45-54 kg","1983M02",1.03
"689","Pig Price per Head (Euro)","Pigs 15-24 kg","1983M03",26.46
"690","Pig Price per Kg (Euro)","Pigs 15-24 kg","1983M03",1.22
"691","Pig Price per Head (Euro)","Pigs 25-34 kg","1983M03",38.83
"692","Pig Price per Kg (Euro)","Pigs 25-34 kg","1983M03",1.26
"693","Pig Price per Head (Euro)","Pigs 35-44 kg","1983M03",46.79
"694","Pig Price per Kg (Euro)","Pigs 35-44 kg","1983M03",1.22
"695","Pig Price per Head (Euro)","Pigs 45-54 kg","1983M03",54.69
"696","Pig Price per Kg (Euro)","Pigs 45-54 kg","1983M03",1.14
"697","Pig Price per Head (Euro)","Pigs 15-24 kg","1983M04",28.02
"698","Pig Price per Kg (Euro)","Pigs 15-24 kg","1983M04",1.27
"699","Pig Price per Head (Euro)","Pigs 25-34 kg","1983M04",37.42
"700","Pig Price per Kg (Euro)","Pigs 25-34 kg","1983M04",1.22
"701","Pig Price per Head (Euro)","Pigs 35-44 kg","1983M04",45.62
