"","Region","Year","Type.of.Animal","value"
"1634","Dublin plus Mid East","1999","Other cattle male: 1-2 years",95.2
"1635","Border","1999","Other cattle male: 1-2 years",127.8
"1636","Midland","1999","Other cattle male: 1-2 years",118.2
"1637","West","1999","Other cattle male: 1-2 years",155.3
"1638","Mid-West","1999","Other cattle male: 1-2 years",148.7
"1639","South-East","1999","Other cattle male: 1-2 years",208
"1640","South-West","1999","Other cattle male: 1-2 years",185.7
"1641","State","2000","Other cattle male: 1-2 years",912.4
"1642","Dublin plus Mid East","2000","Other cattle male: 1-2 years",83.6
"1643","Border","2000","Other cattle male: 1-2 years",111
"1644","Midland","2000","Other cattle male: 1-2 years",110.8
"1645","West","2000","Other cattle male: 1-2 years",125.2
"1646","Mid-West","2000","Other cattle male: 1-2 years",128.4
"1647","South-East","2000","Other cattle male: 1-2 years",189.7
"1648","South-West","2000","Other cattle male: 1-2 years",163.7
"1649","State","2001","Other cattle male: 1-2 years",913.3
"1650","Dublin plus Mid East","2001","Other cattle male: 1-2 years",77
"1651","Border","2001","Other cattle male: 1-2 years",116.6
"1652","Midland","2001","Other cattle male: 1-2 years",110.6
"1653","West","2001","Other cattle male: 1-2 years",122.4
"1654","Mid-West","2001","Other cattle male: 1-2 years",133.9
"1655","South-East","2001","Other cattle male: 1-2 years",186.3
"1656","South-West","2001","Other cattle male: 1-2 years",166.6
"1657","State","2002","Other cattle male: 1-2 years",991.8
"1658","Dublin plus Mid East","2002","Other cattle male: 1-2 years",89
"1659","Border","2002","Other cattle male: 1-2 years",125.9
"1660","Midland","2002","Other cattle male: 1-2 years",124.4
"1661","West","2002","Other cattle male: 1-2 years",135.4
"1662","Mid-West","2002","Other cattle male: 1-2 years",142.9
"1663","South-East","2002","Other cattle male: 1-2 years",194.9
"1664","South-West","2002","Other cattle male: 1-2 years",179.2
"1665","State","2003","Other cattle male: 1-2 years",983.3
"1666","Dublin plus Mid East","2003","Other cattle male: 1-2 years",88.2
"1667","Border","2003","Other cattle male: 1-2 years",119.5
"1668","Midland","2003","Other cattle male: 1-2 years",128.5
"1669","West","2003","Other cattle male: 1-2 years",134.8
"1670","Mid-West","2003","Other cattle male: 1-2 years",142
"1671","South-East","2003","Other cattle male: 1-2 years",196.2
"1672","South-West","2003","Other cattle male: 1-2 years",174.2
"1673","State","2004","Other cattle male: 1-2 years",949.8
"1674","Dublin plus Mid East","2004","Other cattle male: 1-2 years",83.6
"1675","Border","2004","Other cattle male: 1-2 years",119.5
"1676","Midland","2004","Other cattle male: 1-2 years",116.6
"1677","West","2004","Other cattle male: 1-2 years",132.8
"1678","Mid-West","2004","Other cattle male: 1-2 years",136.6
"1679","South-East","2004","Other cattle male: 1-2 years",189.1
"1680","South-West","2004","Other cattle male: 1-2 years",171.7
"1681","State","1991","Other cattle female: 1-2 years",710.9
"1682","Dublin plus Mid East","1991","Other cattle female: 1-2 years",59.9
"1683","Border","1991","Other cattle female: 1-2 years",92.9
"1684","Midland","1991","Other cattle female: 1-2 years",99
"1685","West","1991","Other cattle female: 1-2 years",107.7
"1686","Mid-West","1991","Other cattle female: 1-2 years",95.1
"1687","South-East","1991","Other cattle female: 1-2 years",126.6
"1688","South-West","1991","Other cattle female: 1-2 years",129.6
"1689","State","1992","Other cattle female: 1-2 years",656.1
"1690","Dublin plus Mid East","1992","Other cattle female: 1-2 years",56.6
"1691","Border","1992","Other cattle female: 1-2 years",88.3
"1692","Midland","1992","Other cattle female: 1-2 years",93.2
"1693","West","1992","Other cattle female: 1-2 years",96.5
"1694","Mid-West","1992","Other cattle female: 1-2 years",87.2
"1695","South-East","1992","Other cattle female: 1-2 years",113.2
"1696","South-West","1992","Other cattle female: 1-2 years",121.1
"1697","State","1993","Other cattle female: 1-2 years",629.5
"1698","Dublin plus Mid East","1993","Other cattle female: 1-2 years",55.8
"1699","Border","1993","Other cattle female: 1-2 years",79.7
"1700","Midland","1993","Other cattle female: 1-2 years",92.6
"1701","West","1993","Other cattle female: 1-2 years",95.6
"1702","Mid-West","1993","Other cattle female: 1-2 years",81.9
"1703","South-East","1993","Other cattle female: 1-2 years",113.6
"1704","South-West","1993","Other cattle female: 1-2 years",110.4
"1705","State","1994","Other cattle female: 1-2 years",633.7
"1706","Dublin plus Mid East","1994","Other cattle female: 1-2 years",57
"1707","Border","1994","Other cattle female: 1-2 years",84.9
"1708","Midland","1994","Other cattle female: 1-2 years",90.8
"1709","West","1994","Other cattle female: 1-2 years",95
"1710","Mid-West","1994","Other cattle female: 1-2 years",79.5
"1711","South-East","1994","Other cattle female: 1-2 years",117.8
"1712","South-West","1994","Other cattle female: 1-2 years",108.7
"1713","State","1995","Other cattle female: 1-2 years",621.7
"1714","Dublin plus Mid East","1995","Other cattle female: 1-2 years",58.3
"1715","Border","1995","Other cattle female: 1-2 years",81.3
"1716","Midland","1995","Other cattle female: 1-2 years",90.5
"1717","West","1995","Other cattle female: 1-2 years",94.7
"1718","Mid-West","1995","Other cattle female: 1-2 years",75.6
"1719","South-East","1995","Other cattle female: 1-2 years",114.3
"1720","South-West","1995","Other cattle female: 1-2 years",106.9
"1721","State","1996","Other cattle female: 1-2 years",643.2
"1722","Dublin plus Mid East","1996","Other cattle female: 1-2 years",61.3
"1723","Border","1996","Other cattle female: 1-2 years",81.2
"1724","Midland","1996","Other cattle female: 1-2 years",89.7
"1725","West","1996","Other cattle female: 1-2 years",101.2
"1726","Mid-West","1996","Other cattle female: 1-2 years",79.7
"1727","South-East","1996","Other cattle female: 1-2 years",118
"1728","South-West","1996","Other cattle female: 1-2 years",112
"1729","State","1997","Other cattle female: 1-2 years",662.3
"1730","Dublin plus Mid East","1997","Other cattle female: 1-2 years",61.8
"1731","Border","1997","Other cattle female: 1-2 years",86.3
"1732","Midland","1997","Other cattle female: 1-2 years",93.3
"1733","West","1997","Other cattle female: 1-2 years",103.3
"1734","Mid-West","1997","Other cattle female: 1-2 years",83.4
"1735","South-East","1997","Other cattle female: 1-2 years",119.2
"1736","South-West","1997","Other cattle female: 1-2 years",115
"1737","State","1998","Other cattle female: 1-2 years",697
"1738","Dublin plus Mid East","1998","Other cattle female: 1-2 years",62.9
"1739","Border","1998","Other cattle female: 1-2 years",89.3
"1740","Midland","1998","Other cattle female: 1-2 years",99.7
"1741","West","1998","Other cattle female: 1-2 years",105.3
"1742","Mid-West","1998","Other cattle female: 1-2 years",89.6
"1743","South-East","1998","Other cattle female: 1-2 years",130
"1744","South-West","1998","Other cattle female: 1-2 years",120.1
"1745","State","1999","Other cattle female: 1-2 years",667.1
"1746","Dublin plus Mid East","1999","Other cattle female: 1-2 years",62.9
"1747","Border","1999","Other cattle female: 1-2 years",88
"1748","Midland","1999","Other cattle female: 1-2 years",88.7
"1749","West","1999","Other cattle female: 1-2 years",96.8
"1750","Mid-West","1999","Other cattle female: 1-2 years",83.1
"1751","South-East","1999","Other cattle female: 1-2 years",126.3
"1752","South-West","1999","Other cattle female: 1-2 years",121.4
"1753","State","2000","Other cattle female: 1-2 years",604.7
"1754","Dublin plus Mid East","2000","Other cattle female: 1-2 years",61
"1755","Border","2000","Other cattle female: 1-2 years",82.7
"1756","Midland","2000","Other cattle female: 1-2 years",77.7
"1757","West","2000","Other cattle female: 1-2 years",82.4
"1758","Mid-West","2000","Other cattle female: 1-2 years",75.9
"1759","South-East","2000","Other cattle female: 1-2 years",119.7
"1760","South-West","2000","Other cattle female: 1-2 years",105.3
"1761","State","2001","Other cattle female: 1-2 years",601.7
"1762","Dublin plus Mid East","2001","Other cattle female: 1-2 years",57.9
"1763","Border","2001","Other cattle female: 1-2 years",84.1
"1764","Midland","2001","Other cattle female: 1-2 years",74.5
"1765","West","2001","Other cattle female: 1-2 years",86.8
"1766","Mid-West","2001","Other cattle female: 1-2 years",78.3
"1767","South-East","2001","Other cattle female: 1-2 years",113.6
"1768","South-West","2001","Other cattle female: 1-2 years",106.5
"1769","State","2002","Other cattle female: 1-2 years",601.4
"1770","Dublin plus Mid East","2002","Other cattle female: 1-2 years",61.1
"1771","Border","2002","Other cattle female: 1-2 years",84.2
"1772","Midland","2002","Other cattle female: 1-2 years",73.3
"1773","West","2002","Other cattle female: 1-2 years",83.3
"1774","Mid-West","2002","Other cattle female: 1-2 years",76
"1775","South-East","2002","Other cattle female: 1-2 years",113.2
"1776","South-West","2002","Other cattle female: 1-2 years",110.2
"1777","State","2003","Other cattle female: 1-2 years",593.9
"1778","Dublin plus Mid East","2003","Other cattle female: 1-2 years",57.3
"1779","Border","2003","Other cattle female: 1-2 years",84.2
"1780","Midland","2003","Other cattle female: 1-2 years",76.6
"1781","West","2003","Other cattle female: 1-2 years",82.4
"1782","Mid-West","2003","Other cattle female: 1-2 years",77.2
"1783","South-East","2003","Other cattle female: 1-2 years",112.7
"1784","South-West","2003","Other cattle female: 1-2 years",103.4
"1785","State","2004","Other cattle female: 1-2 years",585
"1786","Dublin plus Mid East","2004","Other cattle female: 1-2 years",57.4
"1787","Border","2004","Other cattle female: 1-2 years",86
"1788","Midland","2004","Other cattle female: 1-2 years",72
"1789","West","2004","Other cattle female: 1-2 years",81.4
"1790","Mid-West","2004","Other cattle female: 1-2 years",79
"1791","South-East","2004","Other cattle female: 1-2 years",108.5
"1792","South-West","2004","Other cattle female: 1-2 years",100.7
"1793","State","1991","Other cattle: under 1 year",1764.7
"1794","Dublin plus Mid East","1991","Other cattle: under 1 year",124.7
"1795","Border","1991","Other cattle: under 1 year",248.6
"1796","Midland","1991","Other cattle: under 1 year",172
"1797","West","1991","Other cattle: under 1 year",259
"1798","Mid-West","1991","Other cattle: under 1 year",264.1
"1799","South-East","1991","Other cattle: under 1 year",325.2
"1800","South-West","1991","Other cattle: under 1 year",371
"1801","State","1992","Other cattle: under 1 year",1694.5
"1802","Dublin plus Mid East","1992","Other cattle: under 1 year",117
"1803","Border","1992","Other cattle: under 1 year",239.4
"1804","Midland","1992","Other cattle: under 1 year",164.2
"1805","West","1992","Other cattle: under 1 year",247.3
"1806","Mid-West","1992","Other cattle: under 1 year",252.6
"1807","South-East","1992","Other cattle: under 1 year",315.9
"1808","South-West","1992","Other cattle: under 1 year",358
"1809","State","1993","Other cattle: under 1 year",1737.5
"1810","Dublin plus Mid East","1993","Other cattle: under 1 year",120.7
"1811","Border","1993","Other cattle: under 1 year",242.7
"1812","Midland","1993","Other cattle: under 1 year",170.7
"1813","West","1993","Other cattle: under 1 year",257
"1814","Mid-West","1993","Other cattle: under 1 year",258.4
"1815","South-East","1993","Other cattle: under 1 year",321.8
"1816","South-West","1993","Other cattle: under 1 year",366.1
"1817","State","1994","Other cattle: under 1 year",1736.2
"1818","Dublin plus Mid East","1994","Other cattle: under 1 year",123.9
"1819","Border","1994","Other cattle: under 1 year",242.6
"1820","Midland","1994","Other cattle: under 1 year",170.4
"1821","West","1994","Other cattle: under 1 year",251.4
"1822","Mid-West","1994","Other cattle: under 1 year",257.2
"1823","South-East","1994","Other cattle: under 1 year",323.9
"1824","South-West","1994","Other cattle: under 1 year",366.6
"1825","State","1995","Other cattle: under 1 year",1746.1
"1826","Dublin plus Mid East","1995","Other cattle: under 1 year",125.3
"1827","Border","1995","Other cattle: under 1 year",245.1
"1828","Midland","1995","Other cattle: under 1 year",168.6
"1829","West","1995","Other cattle: under 1 year",252.7
"1830","Mid-West","1995","Other cattle: under 1 year",262.5
"1831","South-East","1995","Other cattle: under 1 year",322.8
"1832","South-West","1995","Other cattle: under 1 year",369.2
"1833","State","1996","Other cattle: under 1 year",1852.1
"1834","Dublin plus Mid East","1996","Other cattle: under 1 year",132.1
"1835","Border","1996","Other cattle: under 1 year",261.9
"1836","Midland","1996","Other cattle: under 1 year",176.3
"1837","West","1996","Other cattle: under 1 year",271.7
"1838","Mid-West","1996","Other cattle: under 1 year",284.1
"1839","South-East","1996","Other cattle: under 1 year",339
"1840","South-West","1996","Other cattle: under 1 year",387.2
"1841","State","1997","Other cattle: under 1 year",1938.2
"1842","Dublin plus Mid East","1997","Other cattle: under 1 year",136.9
"1843","Border","1997","Other cattle: under 1 year",274.3
"1844","Midland","1997","Other cattle: under 1 year",187.3
"1845","West","1997","Other cattle: under 1 year",288.7
"1846","Mid-West","1997","Other cattle: under 1 year",295
"1847","South-East","1997","Other cattle: under 1 year",344.7
"1848","South-West","1997","Other cattle: under 1 year",411.1
"1849","State","1998","Other cattle: under 1 year",1965
"1850","Dublin plus Mid East","1998","Other cattle: under 1 year",140.7
